♥K, ♥A, ♣4, ♠K, ♦8 | pair
♠K, ♦K, ♠K, ♥A, ♦8 | three of a kind
♠K, ♦K, ♠K, ♥A, ♦2 | three of a kind
♠K, ♦K, ♠K, ♥A, ♦A | fullhouse
♠K, ♦K, ♠K, ♦8, ♦2 | three of a kind
♠K, ♦K, ♠K, ♦8, ♦A | three of a kind
♠K, ♦K, ♠K, ♦2, ♦A | three of a kind
♠K, ♦K, ♠7, ♥A, ♦8 | pair
♠K, ♦K, ♠7, ♥A, ♦2 | pair
♠K, ♦K, ♠7, ♥A, ♦A | two pairs
♠K, ♦K, ♠7, ♦8, ♦2 | pair
♠K, ♦K, ♠7, ♦8, ♦A | pair
♠K, ♦K, ♠7, ♦2, ♦A | pair
♠K, ♦K, ♥A, ♦8, ♦2 | pair
♠K, ♦K, ♥A, ♦8, ♦A | two pairs
♠K, ♦K, ♥A, ♦2, ♦A | two pairs
♠K, ♦K, ♦8, ♦2, ♦A | pair
♠K, ♠K, ♠7, ♥A, ♦8 | pair
♠K, ♠K, ♠7, ♥A, ♦2 | pair
♠K, ♠K, ♠7, ♥A, ♦A | two pairs
♠K, ♠K, ♠7, ♦8, ♦2 | pair
♠K, ♠K, ♠7, ♦8, ♦A | pair
♠K, ♠K, ♠7, ♦2, ♦A | pair
♠K, ♠K, ♥A, ♦8, ♦2 | pair
♠K, ♠K, ♥A, ♦8, ♦A | two pairs
♠K, ♠K, ♥A, ♦2, ♦A | two pairs
♠K, ♠K, ♦8, ♦2, ♦A | pair
♠K, ♠7, ♥A, ♦8, ♦A | pair
♠K, ♠7, ♥A, ♦2, ♦A | pair
♠K, ♥A, ♦8, ♦2, ♦A | pair
♦8, ♥7, ♦10, ♦A, ♣7 | pair
♦8, ♥7, ♦10, ♦A, ♠7 | pair
♦8, ♥7, ♦10, ♦A, ♥A | pair
♦8, ♥7, ♦10, ♦A, ♦8 | pair
♦8, ♥7, ♦10, ♦A, ♦A | pair
♦8, ♥7, ♦10, ♣7, ♦K | pair
♦8, ♥7, ♦10, ♣7, ♠K | pair
♦8, ♥7, ♦10, ♣7, ♠7 | three of a kind
♦8, ♥7, ♦10, ♣7, ♥A | pair
♦8, ♥7, ♦10, ♣7, ♦8 | two pairs
♦8, ♥7, ♦10, ♣7, ♦2 | pair
♦8, ♥7, ♦10, ♣7, ♦A | pair
♦8, ♥7, ♦10, ♦K, ♠K | pair
♦8, ♥7, ♦10, ♦K, ♠7 | pair
♦8, ♥7, ♦10, ♦K, ♦8 | pair
♦8, ♥7, ♦10, ♠K, ♠7 | pair
♦8, ♥7, ♦10, ♠K, ♦8 | pair
♦8, ♥7, ♦10, ♠7, ♥A | pair
♦8, ♥7, ♦10, ♠7, ♦8 | two pairs
♦8, ♥7, ♦10, ♠7, ♦2 | pair
♦8, ♥7, ♦10, ♠7, ♦A | pair
♦8, ♥7, ♦10, ♥A, ♦8 | pair
♦8, ♥7, ♦10, ♥A, ♦A | pair
♦8, ♥7, ♦10, ♦8, ♦2 | pair
♦8, ♥7, ♦10, ♦8, ♦A | pair
♦8, ♥7, ♦A, ♣7, ♦K | pair
♦8, ♥7, ♦A, ♣7, ♠K | pair
♦8, ♥7, ♦A, ♣7, ♠7 | three of a kind
♦8, ♥7, ♦A, ♣7, ♥A | two pairs
♦8, ♥7, ♦A, ♣7, ♦8 | two pairs
♦8, ♥7, ♦A, ♣7, ♦2 | pair
♦8, ♥7, ♦A, ♣7, ♦A | two pairs
♦8, ♥7, ♦A, ♦K, ♠K | pair
♦8, ♥7, ♦A, ♦K, ♠7 | pair
♦8, ♥7, ♦A, ♦K, ♥A | pair
♦8, ♥7, ♦A, ♦K, ♦8 | pair
♦8, ♥7, ♦A, ♦K, ♦A | pair
♦8, ♥7, ♦A, ♠K, ♠7 | pair
♦8, ♥7, ♦A, ♠K, ♥A | pair
♦8, ♥7, ♦A, ♠K, ♦8 | pair
♦8, ♥7, ♦A, ♠K, ♦A | pair
♦8, ♥7, ♦A, ♠7, ♥A | two pairs
♦8, ♥7, ♦A, ♠7, ♦8 | two pairs
♦8, ♥7, ♦A, ♠7, ♦2 | pair
♦8, ♥7, ♦A, ♠7, ♦A | two pairs
♦8, ♥7, ♦A, ♥A, ♦8 | two pairs
♦8, ♥7, ♦A, ♥A, ♦2 | pair
♦8, ♥7, ♦A, ♥A, ♦A | three of a kind
♦8, ♥7, ♦A, ♦8, ♦2 | pair
♦8, ♥7, ♦A, ♦8, ♦A | two pairs
♦8, ♥7, ♦A, ♦2, ♦A | pair
♦8, ♥7, ♣7, ♦K, ♠K | two pairs
♦8, ♥7, ♣7, ♦K, ♠7 | three of a kind
♦8, ♥7, ♣7, ♦K, ♥A | pair
♦8, ♥7, ♣7, ♦K, ♦8 | two pairs
♦8, ♥7, ♣7, ♦K, ♦2 | pair
♦8, ♥7, ♣7, ♦K, ♦A | pair
♦8, ♥7, ♣7, ♠K, ♠7 | three of a kind
♦8, ♥7, ♣7, ♠K, ♥A | pair
♦8, ♥7, ♣7, ♠K, ♦8 | two pairs
♦8, ♥7, ♣7, ♠K, ♦2 | pair
♦8, ♥7, ♣7, ♠K, ♦A | pair
♦8, ♥7, ♣7, ♠7, ♥A | three of a kind
♦8, ♥7, ♣7, ♠7, ♦8 | fullhouse
♦8, ♥7, ♣7, ♠7, ♦2 | three of a kind
♦8, ♥7, ♣7, ♠7, ♦A | three of a kind
♦8, ♥7, ♣7, ♥A, ♦8 | two pairs
♦8, ♥7, ♣7, ♥A, ♦2 | pair
♦8, ♥7, ♣7, ♥A, ♦A | two pairs
♦8, ♥7, ♣7, ♦8, ♦2 | two pairs
♦8, ♥7, ♣7, ♦8, ♦A | two pairs
♦8, ♥7, ♣7, ♦2, ♦A | pair
♦8, ♥7, ♦K, ♠K, ♠7 | two pairs
♦8, ♥7, ♦K, ♠K, ♥A | pair
♦8, ♥7, ♦K, ♠K, ♦8 | two pairs
♦8, ♥7, ♦K, ♠K, ♦2 | pair
♦8, ♥7, ♦K, ♠K, ♦A | pair
♦8, ♥7, ♦K, ♠7, ♥A | pair
♦8, ♥7, ♦K, ♠7, ♦8 | two pairs
♦8, ♥7, ♦K, ♠7, ♦2 | pair
♦8, ♥7, ♦K, ♠7, ♦A | pair
♦8, ♥7, ♦K, ♥A, ♦8 | pair
♦8, ♥7, ♦K, ♥A, ♦A | pair
♦8, ♥7, ♦K, ♦8, ♦2 | pair
♦8, ♥7, ♦K, ♦8, ♦A | pair
♦8, ♥7, ♠K, ♠7, ♥A | pair
♦8, ♥7, ♠K, ♠7, ♦8 | two pairs
♦8, ♥7, ♠K, ♠7, ♦2 | pair
♦8, ♥7, ♠K, ♠7, ♦A | pair
♦8, ♥7, ♠K, ♥A, ♦8 | pair
♦8, ♥7, ♠K, ♥A, ♦A | pair
♦8, ♥7, ♠K, ♦8, ♦2 | pair
♦8, ♥7, ♠K, ♦8, ♦A | pair
♦8, ♥7, ♠7, ♥A, ♦8 | two pairs
♦8, ♥7, ♠7, ♥A, ♦2 | pair
♦8, ♥7, ♠7, ♥A, ♦A | two pairs
♦8, ♥7, ♠7, ♦8, ♦2 | two pairs
♦8, ♥7, ♠7, ♦8, ♦A | two pairs
♦8, ♥7, ♠7, ♦2, ♦A | pair
♦8, ♥7, ♥A, ♦8, ♦2 | pair
♦8, ♥7, ♥A, ♦8, ♦A | two pairs
♦8, ♥7, ♥A, ♦2, ♦A | pair
♦8, ♥7, ♦8, ♦2, ♦A | pair
♦8, ♦10, ♦A, ♣7, ♠7 | pair
♦8, ♦10, ♦A, ♣7, ♥A | pair
♦8, ♦10, ♦A, ♣7, ♦8 | pair
♦8, ♦10, ♦A, ♣7, ♦A | pair
♦8, ♦10, ♦A, ♦K, ♠K | pair
♦8, ♦10, ♦A, ♦K, ♥A | pair
♦8, ♦10, ♦A, ♦K, ♦8 | flush
♦8, ♦10, ♦A, ♦K, ♦2 | flush
♦8, ♦10, ♦A, ♦K, ♦A | flush
♦8, ♦10, ♦A, ♠K, ♥A | pair
♦8, ♦10, ♦A, ♠K, ♦8 | pair
♦8, ♦10, ♦A, ♠K, ♦A | pair
♦8, ♦10, ♦A, ♠7, ♥A | pair
♦8, ♦10, ♦A, ♠7, ♦8 | pair
♦8, ♦10, ♦A, ♠7, ♦A | pair
♦8, ♦10, ♦A, ♥A, ♦8 | two pairs
♦8, ♦10, ♦A, ♥A, ♦2 | pair
♦8, ♦10, ♦A, ♥A, ♦A | three of a kind
♦8, ♦10, ♦A, ♦8, ♦2 | flush
♦8, ♦10, ♦A, ♦8, ♦A | flush
♦8, ♦10, ♦A, ♦2, ♦A | flush
♦8, ♦10, ♣7, ♦K, ♠K | pair
♦8, ♦10, ♣7, ♦K, ♠7 | pair
♦8, ♦10, ♣7, ♦K, ♦8 | pair
♦8, ♦10, ♣7, ♠K, ♠7 | pair
♦8, ♦10, ♣7, ♠K, ♦8 | pair
♦8, ♦10, ♣7, ♠7, ♥A | pair
♦8, ♦10, ♣7, ♠7, ♦8 | two pairs
♦8, ♦10, ♣7, ♠7, ♦2 | pair
♦8, ♦10, ♣7, ♠7, ♦A | pair
♦8, ♦10, ♣7, ♥A, ♦8 | pair
♦8, ♦10, ♣7, ♥A, ♦A | pair
♦8, ♦10, ♣7, ♦8, ♦2 | pair
♦8, ♦10, ♣7, ♦8, ♦A | pair
♦8, ♦10, ♦K, ♠K, ♠7 | pair
♦8, ♦10, ♦K, ♠K, ♥A | pair
♦8, ♦10, ♦K, ♠K, ♦8 | two pairs
♦8, ♦10, ♦K, ♠K, ♦2 | pair
♦8, ♦10, ♦K, ♠K, ♦A | pair
♦8, ♦10, ♦K, ♠7, ♦8 | pair
♦8, ♦10, ♦K, ♥A, ♦8 | pair
♦8, ♦10, ♦K, ♥A, ♦A | pair
♦8, ♦10, ♦K, ♦8, ♦2 | flush
♦8, ♦10, ♦K, ♦8, ♦A | flush
♦8, ♦10, ♦K, ♦2, ♦A | flush
♦8, ♦10, ♠K, ♠7, ♦8 | pair
♦8, ♦10, ♠K, ♥A, ♦8 | pair
♦8, ♦10, ♠K, ♥A, ♦A | pair
♦8, ♦10, ♠K, ♦8, ♦2 | pair
♦8, ♦10, ♠K, ♦8, ♦A | pair
♦8, ♦10, ♠7, ♥A, ♦8 | pair
♦8, ♦10, ♠7, ♥A, ♦A | pair
♦8, ♦10, ♠7, ♦8, ♦2 | pair
♦8, ♦10, ♠7, ♦8, ♦A | pair
♦8, ♦10, ♥A, ♦8, ♦2 | pair
♦8, ♦10, ♥A, ♦8, ♦A | two pairs
♦8, ♦10, ♥A, ♦2, ♦A | pair
♦8, ♦10, ♦8, ♦2, ♦A | flush
♦8, ♦A, ♣7, ♦K, ♠K | pair
♦8, ♦A, ♣7, ♦K, ♠7 | pair
♦8, ♦A, ♣7, ♦K, ♥A | pair
♦8, ♦A, ♣7, ♦K, ♦8 | pair
♦8, ♦A, ♣7, ♦K, ♦A | pair
♦8, ♦A, ♣7, ♠K, ♠7 | pair
♦8, ♦A, ♣7, ♠K, ♥A | pair
♦8, ♦A, ♣7, ♠K, ♦8 | pair
♦8, ♦A, ♣7, ♠K, ♦A | pair
♦8, ♦A, ♣7, ♠7, ♥A | two pairs
♦8, ♦A, ♣7, ♠7, ♦8 | two pairs
♦8, ♦A, ♣7, ♠7, ♦2 | pair
♦8, ♦A, ♣7, ♠7, ♦A | two pairs
♦8, ♦A, ♣7, ♥A, ♦8 | two pairs
♦8, ♦A, ♣7, ♥A, ♦2 | pair
♦8, ♦A, ♣7, ♥A, ♦A | three of a kind
♦8, ♦A, ♣7, ♦8, ♦2 | pair
♦8, ♦A, ♣7, ♦8, ♦A | two pairs
♦8, ♦A, ♣7, ♦2, ♦A | pair
♦8, ♦A, ♦K, ♠K, ♠7 | pair
♦8, ♦A, ♦K, ♠K, ♥A | two pairs
♦8, ♦A, ♦K, ♠K, ♦8 | two pairs
♦8, ♦A, ♦K, ♠K, ♦2 | pair
♦8, ♦A, ♦K, ♠K, ♦A | two pairs
♦8, ♦A, ♦K, ♠7, ♥A | pair
♦8, ♦A, ♦K, ♠7, ♦8 | pair
♦8, ♦A, ♦K, ♠7, ♦A | pair
♦8, ♦A, ♦K, ♥A, ♦8 | two pairs
♦8, ♦A, ♦K, ♥A, ♦2 | pair
♦8, ♦A, ♦K, ♥A, ♦A | three of a kind
♦8, ♦A, ♦K, ♦8, ♦2 | flush
♦8, ♦A, ♦K, ♦8, ♦A | flush
♦8, ♦A, ♦K, ♦2, ♦A | flush
♦8, ♦A, ♠K, ♠7, ♥A | pair
♦8, ♦A, ♠K, ♠7, ♦8 | pair
♦8, ♦A, ♠K, ♠7, ♦A | pair
♦8, ♦A, ♠K, ♥A, ♦8 | two pairs
♦8, ♦A, ♠K, ♥A, ♦2 | pair
♦8, ♦A, ♠K, ♥A, ♦A | three of a kind
♦8, ♦A, ♠K, ♦8, ♦2 | pair
♦8, ♦A, ♠K, ♦8, ♦A | two pairs
♦8, ♦A, ♠K, ♦2, ♦A | pair
♦8, ♦A, ♠7, ♥A, ♦8 | two pairs
♦8, ♦A, ♠7, ♥A, ♦2 | pair
♦8, ♦A, ♠7, ♥A, ♦A | three of a kind
♦8, ♦A, ♠7, ♦8, ♦2 | pair
♦8, ♦A, ♠7, ♦8, ♦A | two pairs
♦8, ♦A, ♠7, ♦2, ♦A | pair
♦8, ♦A, ♥A, ♦8, ♦2 | two pairs
♦8, ♦A, ♥A, ♦8, ♦A | fullhouse
♦8, ♦A, ♥A, ♦2, ♦A | three of a kind
♦8, ♦A, ♦8, ♦2, ♦A | flush
♦8, ♣7, ♦K, ♠K, ♠7 | two pairs
♦8, ♣7, ♦K, ♠K, ♥A | pair
♦8, ♣7, ♦K, ♠K, ♦8 | two pairs
♦8, ♣7, ♦K, ♠K, ♦2 | pair
♦8, ♣7, ♦K, ♠K, ♦A | pair
♦8, ♣7, ♦K, ♠7, ♥A | pair
♦8, ♣7, ♦K, ♠7, ♦8 | two pairs
♦8, ♣7, ♦K, ♠7, ♦2 | pair
♦8, ♣7, ♦K, ♠7, ♦A | pair
♦8, ♣7, ♦K, ♥A, ♦8 | pair
♦8, ♣7, ♦K, ♥A, ♦A | pair
♦8, ♣7, ♦K, ♦8, ♦2 | pair
♦8, ♣7, ♦K, ♦8, ♦A | pair
♦8, ♣7, ♠K, ♠7, ♥A | pair
♦8, ♣7, ♠K, ♠7, ♦8 | two pairs
♦8, ♣7, ♠K, ♠7, ♦2 | pair
♦8, ♣7, ♠K, ♠7, ♦A | pair
♦8, ♣7, ♠K, ♥A, ♦8 | pair
♦8, ♣7, ♠K, ♥A, ♦A | pair
♦8, ♣7, ♠K, ♦8, ♦2 | pair
♦8, ♣7, ♠K, ♦8, ♦A | pair
♦8, ♣7, ♠7, ♥A, ♦8 | two pairs
♦8, ♣7, ♠7, ♥A, ♦2 | pair
♦8, ♣7, ♠7, ♥A, ♦A | two pairs
♦8, ♣7, ♠7, ♦8, ♦2 | two pairs
♦8, ♣7, ♠7, ♦8, ♦A | two pairs
♦8, ♣7, ♠7, ♦2, ♦A | pair
♦8, ♣7, ♥A, ♦8, ♦2 | pair
♦8, ♣7, ♥A, ♦8, ♦A | two pairs
♦8, ♣7, ♥A, ♦2, ♦A | pair
♦8, ♣7, ♦8, ♦2, ♦A | pair
♦8, ♦K, ♠K, ♠7, ♥A | pair
♦8, ♦K, ♠K, ♠7, ♦8 | two pairs
♦8, ♦K, ♠K, ♠7, ♦2 | pair
♦8, ♦K, ♠K, ♠7, ♦A | pair
♦8, ♦K, ♠K, ♥A, ♦8 | two pairs
♦8, ♦K, ♠K, ♥A, ♦2 | pair
♦8, ♦K, ♠K, ♥A, ♦A | two pairs
♦8, ♦K, ♠K, ♦8, ♦2 | two pairs
♦8, ♦K, ♠K, ♦8, ♦A | two pairs
♦8, ♦K, ♠K, ♦2, ♦A | pair
♦8, ♦K, ♠7, ♥A, ♦8 | pair
♦8, ♦K, ♠7, ♥A, ♦A | pair
♦8, ♦K, ♠7, ♦8, ♦2 | pair
♦8, ♦K, ♠7, ♦8, ♦A | pair
♦8, ♦K, ♥A, ♦8, ♦2 | pair
♦8, ♦K, ♥A, ♦8, ♦A | two pairs
♦8, ♦K, ♥A, ♦2, ♦A | pair
♦8, ♦K, ♦8, ♦2, ♦A | flush
♦8, ♠K, ♠7, ♥A, ♦8 | pair
♦8, ♠K, ♠7, ♥A, ♦A | pair
♦8, ♠K, ♠7, ♦8, ♦2 | pair
♦8, ♠K, ♠7, ♦8, ♦A | pair
♦8, ♠K, ♥A, ♦8, ♦2 | pair
♦8, ♠K, ♥A, ♦8, ♦A | two pairs
♦8, ♠K, ♥A, ♦2, ♦A | pair
♦8, ♠K, ♦8, ♦2, ♦A | pair
♦8, ♠7, ♥A, ♦8, ♦2 | pair
♦8, ♠7, ♥A, ♦8, ♦A | two pairs
♦8, ♠7, ♥A, ♦2, ♦A | pair
♦8, ♠7, ♦8, ♦2, ♦A | pair
♦8, ♥A, ♦8, ♦2, ♦A | two pairs
♥7, ♦10, ♦A, ♣7, ♦K | pair
♥7, ♦10, ♦A, ♣7, ♠K | pair
♥7, ♦10, ♦A, ♣7, ♠7 | three of a kind
♥7, ♦10, ♦A, ♣7, ♥A | two pairs
♥7, ♦10, ♦A, ♣7, ♦8 | pair
♥7, ♦10, ♦A, ♣7, ♦2 | pair
♥7, ♦10, ♦A, ♣7, ♦A | two pairs
♥7, ♦10, ♦A, ♦K, ♠K | pair
♥7, ♦10, ♦A, ♦K, ♠7 | pair
♥7, ♦10, ♦A, ♦K, ♥A | pair
♥7, ♦10, ♦A, ♦K, ♦A | pair
♥7, ♦10, ♦A, ♠K, ♠7 | pair
♥7, ♦10, ♦A, ♠K, ♥A | pair
♥7, ♦10, ♦A, ♠K, ♦A | pair
♥7, ♦10, ♦A, ♠7, ♥A | two pairs
♥7, ♦10, ♦A, ♠7, ♦8 | pair
♥7, ♦10, ♦A, ♠7, ♦2 | pair
♥7, ♦10, ♦A, ♠7, ♦A | two pairs
♥7, ♦10, ♦A, ♥A, ♦8 | pair
♥7, ♦10, ♦A, ♥A, ♦2 | pair
♥7, ♦10, ♦A, ♥A, ♦A | three of a kind
♥7, ♦10, ♦A, ♦8, ♦A | pair
♥7, ♦10, ♦A, ♦2, ♦A | pair
♥7, ♦10, ♣7, ♦K, ♠K | two pairs
♥7, ♦10, ♣7, ♦K, ♠7 | three of a kind
♥7, ♦10, ♣7, ♦K, ♥A | pair
♥7, ♦10, ♣7, ♦K, ♦8 | pair
♥7, ♦10, ♣7, ♦K, ♦2 | pair
♥7, ♦10, ♣7, ♦K, ♦A | pair
♥7, ♦10, ♣7, ♠K, ♠7 | three of a kind
♥7, ♦10, ♣7, ♠K, ♥A | pair
♥7, ♦10, ♣7, ♠K, ♦8 | pair
♥7, ♦10, ♣7, ♠K, ♦2 | pair
♥7, ♦10, ♣7, ♠K, ♦A | pair
♥7, ♦10, ♣7, ♠7, ♥A | three of a kind
♥7, ♦10, ♣7, ♠7, ♦8 | three of a kind
♥7, ♦10, ♣7, ♠7, ♦2 | three of a kind
♥7, ♦10, ♣7, ♠7, ♦A | three of a kind
♥7, ♦10, ♣7, ♥A, ♦8 | pair
♥7, ♦10, ♣7, ♥A, ♦2 | pair
♥7, ♦10, ♣7, ♥A, ♦A | two pairs
♥7, ♦10, ♣7, ♦8, ♦2 | pair
♥7, ♦10, ♣7, ♦8, ♦A | pair
♥7, ♦10, ♣7, ♦2, ♦A | pair
♥7, ♦10, ♦K, ♠K, ♠7 | two pairs
♥7, ♦10, ♦K, ♠K, ♥A | pair
♥7, ♦10, ♦K, ♠K, ♦8 | pair
♥7, ♦10, ♦K, ♠K, ♦2 | pair
♥7, ♦10, ♦K, ♠K, ♦A | pair
♥7, ♦10, ♦K, ♠7, ♥A | pair
♥7, ♦10, ♦K, ♠7, ♦8 | pair
♥7, ♦10, ♦K, ♠7, ♦2 | pair
♥7, ♦10, ♦K, ♠7, ♦A | pair
♥7, ♦10, ♦K, ♥A, ♦A | pair
♥7, ♦10, ♠K, ♠7, ♥A | pair
♥7, ♦10, ♠K, ♠7, ♦8 | pair
♥7, ♦10, ♠K, ♠7, ♦2 | pair
♥7, ♦10, ♠K, ♠7, ♦A | pair
♥7, ♦10, ♠K, ♥A, ♦A | pair
♥7, ♦10, ♠7, ♥A, ♦8 | pair
♥7, ♦10, ♠7, ♥A, ♦2 | pair
♥7, ♦10, ♠7, ♥A, ♦A | two pairs
♥7, ♦10, ♠7, ♦8, ♦2 | pair
♥7, ♦10, ♠7, ♦8, ♦A | pair
♥7, ♦10, ♠7, ♦2, ♦A | pair
♥7, ♦10, ♥A, ♦8, ♦A | pair
♥7, ♦10, ♥A, ♦2, ♦A | pair
♥7, ♦A, ♣7, ♦K, ♠K | two pairs
♥7, ♦A, ♣7, ♦K, ♠7 | three of a kind
♥7, ♦A, ♣7, ♦K, ♥A | two pairs
♥7, ♦A, ♣7, ♦K, ♦8 | pair
♥7, ♦A, ♣7, ♦K, ♦2 | pair
♥7, ♦A, ♣7, ♦K, ♦A | two pairs
♥7, ♦A, ♣7, ♠K, ♠7 | three of a kind
♥7, ♦A, ♣7, ♠K, ♥A | two pairs
♥7, ♦A, ♣7, ♠K, ♦8 | pair
♥7, ♦A, ♣7, ♠K, ♦2 | pair
♥7, ♦A, ♣7, ♠K, ♦A | two pairs
♥7, ♦A, ♣7, ♠7, ♥A | fullhouse
♥7, ♦A, ♣7, ♠7, ♦8 | three of a kind
♥7, ♦A, ♣7, ♠7, ♦2 | three of a kind
♥7, ♦A, ♣7, ♠7, ♦A | fullhouse
♥7, ♦A, ♣7, ♥A, ♦8 | two pairs
♥7, ♦A, ♣7, ♥A, ♦2 | two pairs
♥7, ♦A, ♣7, ♥A, ♦A | fullhouse
♥7, ♦A, ♣7, ♦8, ♦2 | pair
♥7, ♦A, ♣7, ♦8, ♦A | two pairs
♥7, ♦A, ♣7, ♦2, ♦A | two pairs
♥7, ♦A, ♦K, ♠K, ♠7 | two pairs
♥7, ♦A, ♦K, ♠K, ♥A | two pairs
♥7, ♦A, ♦K, ♠K, ♦8 | pair
♥7, ♦A, ♦K, ♠K, ♦2 | pair
♥7, ♦A, ♦K, ♠K, ♦A | two pairs
♥7, ♦A, ♦K, ♠7, ♥A | two pairs
♥7, ♦A, ♦K, ♠7, ♦8 | pair
♥7, ♦A, ♦K, ♠7, ♦2 | pair
♥7, ♦A, ♦K, ♠7, ♦A | two pairs
♥7, ♦A, ♦K, ♥A, ♦8 | pair
♥7, ♦A, ♦K, ♥A, ♦2 | pair
♥7, ♦A, ♦K, ♥A, ♦A | three of a kind
♥7, ♦A, ♦K, ♦8, ♦A | pair
♥7, ♦A, ♦K, ♦2, ♦A | pair
♥7, ♦A, ♠K, ♠7, ♥A | two pairs
♥7, ♦A, ♠K, ♠7, ♦8 | pair
♥7, ♦A, ♠K, ♠7, ♦2 | pair
♥7, ♦A, ♠K, ♠7, ♦A | two pairs
♥7, ♦A, ♠K, ♥A, ♦8 | pair
♥7, ♦A, ♠K, ♥A, ♦2 | pair
♥7, ♦A, ♠K, ♥A, ♦A | three of a kind
♥7, ♦A, ♠K, ♦8, ♦A | pair
♥7, ♦A, ♠K, ♦2, ♦A | pair
♥7, ♦A, ♠7, ♥A, ♦8 | two pairs
♥7, ♦A, ♠7, ♥A, ♦2 | two pairs
♥7, ♦A, ♠7, ♥A, ♦A | fullhouse
♥7, ♦A, ♠7, ♦8, ♦2 | pair
♥7, ♦A, ♠7, ♦8, ♦A | two pairs
♥7, ♦A, ♠7, ♦2, ♦A | two pairs
♥7, ♦A, ♥A, ♦8, ♦2 | pair
♥7, ♦A, ♥A, ♦8, ♦A | three of a kind
♥7, ♦A, ♥A, ♦2, ♦A | three of a kind
♥7, ♦A, ♦8, ♦2, ♦A | pair
♥7, ♣7, ♦K, ♠K, ♠7 | fullhouse
♥7, ♣7, ♦K, ♠K, ♥A | two pairs
♥7, ♣7, ♦K, ♠K, ♦8 | two pairs
♥7, ♣7, ♦K, ♠K, ♦2 | two pairs
♥7, ♣7, ♦K, ♠K, ♦A | two pairs
♥7, ♣7, ♦K, ♠7, ♥A | three of a kind
♥7, ♣7, ♦K, ♠7, ♦8 | three of a kind
♥7, ♣7, ♦K, ♠7, ♦2 | three of a kind
♥7, ♣7, ♦K, ♠7, ♦A | three of a kind
♥7, ♣7, ♦K, ♥A, ♦8 | pair
♥7, ♣7, ♦K, ♥A, ♦2 | pair
♥7, ♣7, ♦K, ♥A, ♦A | two pairs
♥7, ♣7, ♦K, ♦8, ♦2 | pair
♥7, ♣7, ♦K, ♦8, ♦A | pair
♥7, ♣7, ♦K, ♦2, ♦A | pair
♥7, ♣7, ♠K, ♠7, ♥A | three of a kind
♥7, ♣7, ♠K, ♠7, ♦8 | three of a kind
♥7, ♣7, ♠K, ♠7, ♦2 | three of a kind
♥7, ♣7, ♠K, ♠7, ♦A | three of a kind
♥7, ♣7, ♠K, ♥A, ♦8 | pair
♥7, ♣7, ♠K, ♥A, ♦2 | pair
♥7, ♣7, ♠K, ♥A, ♦A | two pairs
♥7, ♣7, ♠K, ♦8, ♦2 | pair
♥7, ♣7, ♠K, ♦8, ♦A | pair
♥7, ♣7, ♠K, ♦2, ♦A | pair
♥7, ♣7, ♠7, ♥A, ♦8 | three of a kind
♥7, ♣7, ♠7, ♥A, ♦2 | three of a kind
♥7, ♣7, ♠7, ♥A, ♦A | fullhouse
♥7, ♣7, ♠7, ♦8, ♦2 | three of a kind
♥7, ♣7, ♠7, ♦8, ♦A | three of a kind
♥7, ♣7, ♠7, ♦2, ♦A | three of a kind
♥7, ♣7, ♥A, ♦8, ♦2 | pair
♥7, ♣7, ♥A, ♦8, ♦A | two pairs
♥7, ♣7, ♥A, ♦2, ♦A | two pairs
♥7, ♣7, ♦8, ♦2, ♦A | pair
♥7, ♦K, ♠K, ♠7, ♥A | two pairs
♥7, ♦K, ♠K, ♠7, ♦8 | two pairs
♥7, ♦K, ♠K, ♠7, ♦2 | two pairs
♥7, ♦K, ♠K, ♠7, ♦A | two pairs
♥7, ♦K, ♠K, ♥A, ♦8 | pair
♥7, ♦K, ♠K, ♥A, ♦2 | pair
♥7, ♦K, ♠K, ♥A, ♦A | two pairs
♥7, ♦K, ♠K, ♦8, ♦2 | pair
♥7, ♦K, ♠K, ♦8, ♦A | pair
♥7, ♦K, ♠K, ♦2, ♦A | pair
♥7, ♦K, ♠7, ♥A, ♦8 | pair
♥7, ♦K, ♠7, ♥A, ♦2 | pair
♥7, ♦K, ♠7, ♥A, ♦A | two pairs
♥7, ♦K, ♠7, ♦8, ♦2 | pair
♥7, ♦K, ♠7, ♦8, ♦A | pair
♥7, ♦K, ♠7, ♦2, ♦A | pair
♥7, ♦K, ♥A, ♦8, ♦A | pair
♥7, ♦K, ♥A, ♦2, ♦A | pair
♥7, ♠K, ♠7, ♥A, ♦8 | pair
♥7, ♠K, ♠7, ♥A, ♦2 | pair
♥7, ♠K, ♠7, ♥A, ♦A | two pairs
♥7, ♠K, ♠7, ♦8, ♦2 | pair
♥7, ♠K, ♠7, ♦8, ♦A | pair
♥7, ♠K, ♠7, ♦2, ♦A | pair
♥7, ♠K, ♥A, ♦8, ♦A | pair
♥7, ♠K, ♥A, ♦2, ♦A | pair
♥7, ♠7, ♥A, ♦8, ♦2 | pair
♥7, ♠7, ♥A, ♦8, ♦A | two pairs
♥7, ♠7, ♥A, ♦2, ♦A | two pairs
♥7, ♠7, ♦8, ♦2, ♦A | pair
♥7, ♥A, ♦8, ♦2, ♦A | pair
♦10, ♦A, ♣7, ♦K, ♠K | pair
♦10, ♦A, ♣7, ♦K, ♠7 | pair
♦10, ♦A, ♣7, ♦K, ♥A | pair
