♠Q, ♥A, ♦8, ♣J, ♥8 | pair
♣J, ♥Q, ♥Q, ♠7, ♦8 | pair
♣J, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♣J, ♥Q, ♥Q, ♠7, ♦8 | pair
♣J, ♥Q, ♥Q, ♦K, ♥2 | pair
♣J, ♥Q, ♥Q, ♦K, ♥5 | pair
♣J, ♥Q, ♥Q, ♦K, ♦8 | pair
♣J, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♣J, ♥Q, ♥Q, ♦K, ♦8 | pair
♣J, ♥Q, ♥Q, ♥2, ♥5 | pair
♣J, ♥Q, ♥Q, ♥2, ♦8 | pair
♣J, ♥Q, ♥Q, ♥2, ♥Q | three of a kind
♣J, ♥Q, ♥Q, ♥2, ♦8 | pair
♣J, ♥Q, ♥Q, ♥5, ♦8 | pair
♣J, ♥Q, ♥Q, ♥5, ♥Q | three of a kind
♣J, ♥Q, ♥Q, ♥5, ♦8 | pair
♣J, ♥Q, ♥Q, ♦8, ♥Q | three of a kind
♣J, ♥Q, ♥Q, ♦8, ♦8 | two pairs
♣J, ♥Q, ♥Q, ♥Q, ♦8 | three of a kind
♣J, ♥Q, ♠7, ♦K, ♥Q | pair
♣J, ♥Q, ♠7, ♥2, ♥Q | pair
♣J, ♥Q, ♠7, ♥5, ♥Q | pair
♣J, ♥Q, ♠7, ♦8, ♥Q | pair
♣J, ♥Q, ♠7, ♦8, ♦8 | pair
♣J, ♥Q, ♠7, ♥Q, ♦8 | pair
♣J, ♥Q, ♦K, ♥2, ♥Q | pair
♣J, ♥Q, ♦K, ♥5, ♥Q | pair
♣J, ♥Q, ♦K, ♦8, ♥Q | pair
♣J, ♥Q, ♦K, ♦8, ♦8 | pair
♣J, ♥Q, ♦K, ♥Q, ♦8 | pair
♣J, ♥Q, ♥2, ♥5, ♥Q | pair
♣J, ♥Q, ♥2, ♦8, ♥Q | pair
♣J, ♥Q, ♥2, ♦8, ♦8 | pair
♣J, ♥Q, ♥2, ♥Q, ♦8 | pair
♣J, ♥Q, ♥5, ♦8, ♥Q | pair
♣J, ♥Q, ♥5, ♦8, ♦8 | pair
♣J, ♥Q, ♥5, ♥Q, ♦8 | pair
♣J, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♣J, ♥Q, ♠7, ♦K, ♥Q | pair
♣J, ♥Q, ♠7, ♥2, ♥Q | pair
♣J, ♥Q, ♠7, ♥5, ♥Q | pair
♣J, ♥Q, ♠7, ♦8, ♥Q | pair
♣J, ♥Q, ♠7, ♦8, ♦8 | pair
♣J, ♥Q, ♠7, ♥Q, ♦8 | pair
♣J, ♥Q, ♦K, ♥2, ♥Q | pair
♣J, ♥Q, ♦K, ♥5, ♥Q | pair
♣J, ♥Q, ♦K, ♦8, ♥Q | pair
♣J, ♥Q, ♦K, ♦8, ♦8 | pair
♣J, ♥Q, ♦K, ♥Q, ♦8 | pair
♣J, ♥Q, ♥2, ♥5, ♥Q | pair
♣J, ♥Q, ♥2, ♦8, ♥Q | pair
♣J, ♥Q, ♥2, ♦8, ♦8 | pair
♣J, ♥Q, ♥2, ♥Q, ♦8 | pair
♣J, ♥Q, ♥5, ♦8, ♥Q | pair
♣J, ♥Q, ♥5, ♦8, ♦8 | pair
♣J, ♥Q, ♥5, ♥Q, ♦8 | pair
♣J, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♣J, ♠7, ♦K, ♦8, ♦8 | pair
♣J, ♠7, ♥2, ♦8, ♦8 | pair
♣J, ♠7, ♥5, ♦8, ♦8 | pair
♣J, ♠7, ♦8, ♥Q, ♦8 | pair
♣J, ♦K, ♥2, ♦8, ♦8 | pair
♣J, ♦K, ♥5, ♦8, ♦8 | pair
♣J, ♦K, ♦8, ♥Q, ♦8 | pair
♣J, ♥2, ♥5, ♦8, ♦8 | pair
♣J, ♥2, ♦8, ♥Q, ♦8 | pair
♣J, ♥5, ♦8, ♥Q, ♦8 | pair
♥8, ♣8, ♥5, ♥Q, ♥Q | two pairs
♥8, ♣8, ♥5, ♥Q, ♠7 | pair
♥8, ♣8, ♥5, ♥Q, ♦K | pair
♥8, ♣8, ♥5, ♥Q, ♥2 | pair
♥8, ♣8, ♥5, ♥Q, ♥5 | two pairs
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥Q, ♥Q | two pairs
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥Q, ♠7 | pair
♥8, ♣8, ♥5, ♥Q, ♦K | pair
♥8, ♣8, ♥5, ♥Q, ♥2 | pair
♥8, ♣8, ♥5, ♥Q, ♥5 | two pairs
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥Q, ♥Q | two pairs
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥5, ♠7, ♦K | pair
♥8, ♣8, ♥5, ♠7, ♥2 | pair
♥8, ♣8, ♥5, ♠7, ♥5 | two pairs
♥8, ♣8, ♥5, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥5, ♠7, ♥Q | pair
♥8, ♣8, ♥5, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥5, ♦K, ♥2 | pair
♥8, ♣8, ♥5, ♦K, ♥5 | two pairs
♥8, ♣8, ♥5, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥5, ♦K, ♥Q | pair
♥8, ♣8, ♥5, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥2, ♥5 | two pairs
♥8, ♣8, ♥5, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥2, ♥Q | pair
♥8, ♣8, ♥5, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥5, ♥5, ♦8 | fullhouse
♥8, ♣8, ♥5, ♥5, ♥Q | two pairs
♥8, ♣8, ♥5, ♥5, ♦8 | fullhouse
♥8, ♣8, ♥5, ♦8, ♥Q | three of a kind
♥8, ♣8, ♥5, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥Q, ♠7 | two pairs
♥8, ♣8, ♥Q, ♥Q, ♦K | two pairs
♥8, ♣8, ♥Q, ♥Q, ♥2 | two pairs
♥8, ♣8, ♥Q, ♥Q, ♥5 | two pairs
♥8, ♣8, ♥Q, ♥Q, ♦8 | fullhouse
♥8, ♣8, ♥Q, ♥Q, ♥Q | fullhouse
♥8, ♣8, ♥Q, ♥Q, ♦8 | fullhouse
♥8, ♣8, ♥Q, ♠7, ♦K | pair
♥8, ♣8, ♥Q, ♠7, ♥2 | pair
♥8, ♣8, ♥Q, ♠7, ♥5 | pair
♥8, ♣8, ♥Q, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♠7, ♥Q | two pairs
♥8, ♣8, ♥Q, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦K, ♥2 | pair
♥8, ♣8, ♥Q, ♦K, ♥5 | pair
♥8, ♣8, ♥Q, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦K, ♥Q | two pairs
♥8, ♣8, ♥Q, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥2, ♥5 | pair
♥8, ♣8, ♥Q, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥2, ♥Q | two pairs
♥8, ♣8, ♥Q, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥5, ♥Q | two pairs
♥8, ♣8, ♥Q, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦8, ♥Q | fullhouse
♥8, ♣8, ♥Q, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♥Q, ♥Q, ♦8 | fullhouse
♥8, ♣8, ♥Q, ♠7, ♦K | pair
♥8, ♣8, ♥Q, ♠7, ♥2 | pair
♥8, ♣8, ♥Q, ♠7, ♥5 | pair
♥8, ♣8, ♥Q, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♠7, ♥Q | two pairs
♥8, ♣8, ♥Q, ♠7, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦K, ♥2 | pair
♥8, ♣8, ♥Q, ♦K, ♥5 | pair
♥8, ♣8, ♥Q, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦K, ♥Q | two pairs
♥8, ♣8, ♥Q, ♦K, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥2, ♥5 | pair
♥8, ♣8, ♥Q, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥2, ♥Q | two pairs
♥8, ♣8, ♥Q, ♥2, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♥5, ♥Q | two pairs
♥8, ♣8, ♥Q, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥Q, ♦8, ♥Q | fullhouse
♥8, ♣8, ♥Q, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♥Q, ♥Q, ♦8 | fullhouse
♥8, ♣8, ♠7, ♦K, ♥2 | pair
♥8, ♣8, ♠7, ♦K, ♥5 | pair
♥8, ♣8, ♠7, ♦K, ♦8 | three of a kind
♥8, ♣8, ♠7, ♦K, ♥Q | pair
♥8, ♣8, ♠7, ♦K, ♦8 | three of a kind
♥8, ♣8, ♠7, ♥2, ♥5 | pair
♥8, ♣8, ♠7, ♥2, ♦8 | three of a kind
♥8, ♣8, ♠7, ♥2, ♥Q | pair
♥8, ♣8, ♠7, ♥2, ♦8 | three of a kind
♥8, ♣8, ♠7, ♥5, ♦8 | three of a kind
♥8, ♣8, ♠7, ♥5, ♥Q | pair
♥8, ♣8, ♠7, ♥5, ♦8 | three of a kind
♥8, ♣8, ♠7, ♦8, ♥Q | three of a kind
♥8, ♣8, ♠7, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♠7, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♦K, ♥2, ♥5 | pair
♥8, ♣8, ♦K, ♥2, ♦8 | three of a kind
♥8, ♣8, ♦K, ♥2, ♥Q | pair
♥8, ♣8, ♦K, ♥2, ♦8 | three of a kind
♥8, ♣8, ♦K, ♥5, ♦8 | three of a kind
♥8, ♣8, ♦K, ♥5, ♥Q | pair
♥8, ♣8, ♦K, ♥5, ♦8 | three of a kind
♥8, ♣8, ♦K, ♦8, ♥Q | three of a kind
♥8, ♣8, ♦K, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♦K, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥2, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥2, ♥5, ♥Q | pair
♥8, ♣8, ♥2, ♥5, ♦8 | three of a kind
♥8, ♣8, ♥2, ♦8, ♥Q | three of a kind
♥8, ♣8, ♥2, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♥2, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♥5, ♦8, ♥Q | three of a kind
♥8, ♣8, ♥5, ♦8, ♦8 | four of a kind!
♥8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♥8, ♣8, ♦8, ♥Q, ♦8 | four of a kind!
♥8, ♥5, ♥Q, ♥Q, ♠7 | pair
♥8, ♥5, ♥Q, ♥Q, ♦K | pair
♥8, ♥5, ♥Q, ♥Q, ♥2 | flush
♥8, ♥5, ♥Q, ♥Q, ♥5 | flush
♥8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♥8, ♥5, ♥Q, ♥Q, ♥Q | flush
♥8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♥8, ♥5, ♥Q, ♠7, ♥5 | pair
♥8, ♥5, ♥Q, ♠7, ♦8 | pair
♥8, ♥5, ♥Q, ♠7, ♥Q | pair
♥8, ♥5, ♥Q, ♠7, ♦8 | pair
♥8, ♥5, ♥Q, ♦K, ♥5 | pair
♥8, ♥5, ♥Q, ♦K, ♦8 | pair
♥8, ♥5, ♥Q, ♦K, ♥Q | pair
♥8, ♥5, ♥Q, ♦K, ♦8 | pair
♥8, ♥5, ♥Q, ♥2, ♥5 | flush
♥8, ♥5, ♥Q, ♥2, ♦8 | pair
♥8, ♥5, ♥Q, ♥2, ♥Q | flush
♥8, ♥5, ♥Q, ♥2, ♦8 | pair
♥8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥5, ♥Q, ♥5, ♥Q | flush
♥8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♥8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♥8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♥8, ♥5, ♥Q, ♠7, ♥5 | pair
♥8, ♥5, ♥Q, ♠7, ♦8 | pair
♥8, ♥5, ♥Q, ♠7, ♥Q | pair
♥8, ♥5, ♥Q, ♠7, ♦8 | pair
♥8, ♥5, ♥Q, ♦K, ♥5 | pair
♥8, ♥5, ♥Q, ♦K, ♦8 | pair
♥8, ♥5, ♥Q, ♦K, ♥Q | pair
♥8, ♥5, ♥Q, ♦K, ♦8 | pair
♥8, ♥5, ♥Q, ♥2, ♥5 | flush
♥8, ♥5, ♥Q, ♥2, ♦8 | pair
♥8, ♥5, ♥Q, ♥2, ♥Q | flush
♥8, ♥5, ♥Q, ♥2, ♦8 | pair
♥8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥5, ♥Q, ♥5, ♥Q | flush
♥8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♥8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♥8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♥8, ♥5, ♠7, ♦K, ♥5 | pair
♥8, ♥5, ♠7, ♦K, ♦8 | pair
♥8, ♥5, ♠7, ♦K, ♦8 | pair
♥8, ♥5, ♠7, ♥2, ♥5 | pair
♥8, ♥5, ♠7, ♥2, ♦8 | pair
♥8, ♥5, ♠7, ♥2, ♦8 | pair
♥8, ♥5, ♠7, ♥5, ♦8 | two pairs
♥8, ♥5, ♠7, ♥5, ♥Q | pair
♥8, ♥5, ♠7, ♥5, ♦8 | two pairs
♥8, ♥5, ♠7, ♦8, ♥Q | pair
♥8, ♥5, ♠7, ♦8, ♦8 | three of a kind
♥8, ♥5, ♠7, ♥Q, ♦8 | pair
♥8, ♥5, ♦K, ♥2, ♥5 | pair
♥8, ♥5, ♦K, ♥2, ♦8 | pair
♥8, ♥5, ♦K, ♥2, ♦8 | pair
♥8, ♥5, ♦K, ♥5, ♦8 | two pairs
♥8, ♥5, ♦K, ♥5, ♥Q | pair
♥8, ♥5, ♦K, ♥5, ♦8 | two pairs
♥8, ♥5, ♦K, ♦8, ♥Q | pair
♥8, ♥5, ♦K, ♦8, ♦8 | three of a kind
♥8, ♥5, ♦K, ♥Q, ♦8 | pair
♥8, ♥5, ♥2, ♥5, ♦8 | two pairs
♥8, ♥5, ♥2, ♥5, ♥Q | flush
♥8, ♥5, ♥2, ♥5, ♦8 | two pairs
♥8, ♥5, ♥2, ♦8, ♥Q | pair
♥8, ♥5, ♥2, ♦8, ♦8 | three of a kind
♥8, ♥5, ♥2, ♥Q, ♦8 | pair
♥8, ♥5, ♥5, ♦8, ♥Q | two pairs
♥8, ♥5, ♥5, ♦8, ♦8 | fullhouse
♥8, ♥5, ♥5, ♥Q, ♦8 | two pairs
♥8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♥8, ♥Q, ♥Q, ♠7, ♦K | pair
♥8, ♥Q, ♥Q, ♠7, ♥2 | pair
♥8, ♥Q, ♥Q, ♠7, ♥5 | pair
♥8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♥8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♦K, ♥2 | pair
♥8, ♥Q, ♥Q, ♦K, ♥5 | pair
♥8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♥8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♥2, ♥5 | flush
♥8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♥2, ♥Q | flush
♥8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♥5, ♥Q | flush
♥8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♥8, ♥Q, ♥Q, ♦8, ♥Q | fullhouse
♥8, ♥Q, ♥Q, ♦8, ♦8 | fullhouse
♥8, ♥Q, ♥Q, ♥Q, ♦8 | fullhouse
♥8, ♥Q, ♠7, ♦K, ♦8 | pair
♥8, ♥Q, ♠7, ♦K, ♥Q | pair
♥8, ♥Q, ♠7, ♦K, ♦8 | pair
♥8, ♥Q, ♠7, ♥2, ♦8 | pair
♥8, ♥Q, ♠7, ♥2, ♥Q | pair
♥8, ♥Q, ♠7, ♥2, ♦8 | pair
♥8, ♥Q, ♠7, ♥5, ♦8 | pair
♥8, ♥Q, ♠7, ♥5, ♥Q | pair
♥8, ♥Q, ♠7, ♥5, ♦8 | pair
♥8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♥8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♦K, ♥2, ♦8 | pair
♥8, ♥Q, ♦K, ♥2, ♥Q | pair
♥8, ♥Q, ♦K, ♥2, ♦8 | pair
♥8, ♥Q, ♦K, ♥5, ♦8 | pair
♥8, ♥Q, ♦K, ♥5, ♥Q | pair
♥8, ♥Q, ♦K, ♥5, ♦8 | pair
♥8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♥8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♥2, ♥5, ♦8 | pair
♥8, ♥Q, ♥2, ♥5, ♥Q | flush
♥8, ♥Q, ♥2, ♥5, ♦8 | pair
♥8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♥8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♥8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♥8, ♥Q, ♠7, ♦K, ♦8 | pair
♥8, ♥Q, ♠7, ♦K, ♥Q | pair
♥8, ♥Q, ♠7, ♦K, ♦8 | pair
♥8, ♥Q, ♠7, ♥2, ♦8 | pair
♥8, ♥Q, ♠7, ♥2, ♥Q | pair
♥8, ♥Q, ♠7, ♥2, ♦8 | pair
♥8, ♥Q, ♠7, ♥5, ♦8 | pair
♥8, ♥Q, ♠7, ♥5, ♥Q | pair
♥8, ♥Q, ♠7, ♥5, ♦8 | pair
♥8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♥8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♦K, ♥2, ♦8 | pair
♥8, ♥Q, ♦K, ♥2, ♥Q | pair
♥8, ♥Q, ♦K, ♥2, ♦8 | pair
♥8, ♥Q, ♦K, ♥5, ♦8 | pair
♥8, ♥Q, ♦K, ♥5, ♥Q | pair
♥8, ♥Q, ♦K, ♥5, ♦8 | pair
♥8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♥8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♥2, ♥5, ♦8 | pair
♥8, ♥Q, ♥2, ♥5, ♥Q | flush
♥8, ♥Q, ♥2, ♥5, ♦8 | pair
♥8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♥8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♥8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♥8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♥8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♥8, ♠7, ♦K, ♥2, ♦8 | pair
♥8, ♠7, ♦K, ♥2, ♦8 | pair
♥8, ♠7, ♦K, ♥5, ♦8 | pair
♥8, ♠7, ♦K, ♥5, ♦8 | pair
♥8, ♠7, ♦K, ♦8, ♥Q | pair
♥8, ♠7, ♦K, ♦8, ♦8 | three of a kind
♥8, ♠7, ♦K, ♥Q, ♦8 | pair
♥8, ♠7, ♥2, ♥5, ♦8 | pair
♥8, ♠7, ♥2, ♥5, ♦8 | pair
♥8, ♠7, ♥2, ♦8, ♥Q | pair
♥8, ♠7, ♥2, ♦8, ♦8 | three of a kind
♥8, ♠7, ♥2, ♥Q, ♦8 | pair
♥8, ♠7, ♥5, ♦8, ♥Q | pair
♥8, ♠7, ♥5, ♦8, ♦8 | three of a kind
♥8, ♠7, ♥5, ♥Q, ♦8 | pair
♥8, ♠7, ♦8, ♥Q, ♦8 | three of a kind
♥8, ♦K, ♥2, ♥5, ♦8 | pair
♥8, ♦K, ♥2, ♥5, ♦8 | pair
♥8, ♦K, ♥2, ♦8, ♥Q | pair
♥8, ♦K, ♥2, ♦8, ♦8 | three of a kind
♥8, ♦K, ♥2, ♥Q, ♦8 | pair
♥8, ♦K, ♥5, ♦8, ♥Q | pair
♥8, ♦K, ♥5, ♦8, ♦8 | three of a kind
♥8, ♦K, ♥5, ♥Q, ♦8 | pair
♥8, ♦K, ♦8, ♥Q, ♦8 | three of a kind
♥8, ♥2, ♥5, ♦8, ♥Q | pair
♥8, ♥2, ♥5, ♦8, ♦8 | three of a kind
♥8, ♥2, ♥5, ♥Q, ♦8 | pair
♥8, ♥2, ♦8, ♥Q, ♦8 | three of a kind
♥8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♣8, ♥5, ♥Q, ♥Q, ♠7 | pair
♣8, ♥5, ♥Q, ♥Q, ♦K | pair
♣8, ♥5, ♥Q, ♥Q, ♥2 | pair
♣8, ♥5, ♥Q, ♥Q, ♥5 | two pairs
♣8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♣8, ♥5, ♥Q, ♥Q, ♥Q | three of a kind
♣8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♣8, ♥5, ♥Q, ♠7, ♥5 | pair
♣8, ♥5, ♥Q, ♠7, ♦8 | pair
♣8, ♥5, ♥Q, ♠7, ♥Q | pair
♣8, ♥5, ♥Q, ♠7, ♦8 | pair
♣8, ♥5, ♥Q, ♦K, ♥5 | pair
♣8, ♥5, ♥Q, ♦K, ♦8 | pair
♣8, ♥5, ♥Q, ♦K, ♥Q | pair
♣8, ♥5, ♥Q, ♦K, ♦8 | pair
♣8, ♥5, ♥Q, ♥2, ♥5 | pair
♣8, ♥5, ♥Q, ♥2, ♦8 | pair
♣8, ♥5, ♥Q, ♥2, ♥Q | pair
♣8, ♥5, ♥Q, ♥2, ♦8 | pair
♣8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥5, ♥Q, ♥5, ♥Q | two pairs
♣8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♣8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♣8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♣8, ♥5, ♥Q, ♠7, ♥5 | pair
♣8, ♥5, ♥Q, ♠7, ♦8 | pair
♣8, ♥5, ♥Q, ♠7, ♥Q | pair
♣8, ♥5, ♥Q, ♠7, ♦8 | pair
♣8, ♥5, ♥Q, ♦K, ♥5 | pair
♣8, ♥5, ♥Q, ♦K, ♦8 | pair
♣8, ♥5, ♥Q, ♦K, ♥Q | pair
♣8, ♥5, ♥Q, ♦K, ♦8 | pair
♣8, ♥5, ♥Q, ♥2, ♥5 | pair
♣8, ♥5, ♥Q, ♥2, ♦8 | pair
♣8, ♥5, ♥Q, ♥2, ♥Q | pair
♣8, ♥5, ♥Q, ♥2, ♦8 | pair
♣8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥5, ♥Q, ♥5, ♥Q | two pairs
♣8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♣8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♣8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♣8, ♥5, ♠7, ♦K, ♥5 | pair
♣8, ♥5, ♠7, ♦K, ♦8 | pair
♣8, ♥5, ♠7, ♦K, ♦8 | pair
♣8, ♥5, ♠7, ♥2, ♥5 | pair
♣8, ♥5, ♠7, ♥2, ♦8 | pair
♣8, ♥5, ♠7, ♥2, ♦8 | pair
♣8, ♥5, ♠7, ♥5, ♦8 | two pairs
♣8, ♥5, ♠7, ♥5, ♥Q | pair
♣8, ♥5, ♠7, ♥5, ♦8 | two pairs
♣8, ♥5, ♠7, ♦8, ♥Q | pair
♣8, ♥5, ♠7, ♦8, ♦8 | three of a kind
♣8, ♥5, ♠7, ♥Q, ♦8 | pair
♣8, ♥5, ♦K, ♥2, ♥5 | pair
♣8, ♥5, ♦K, ♥2, ♦8 | pair
♣8, ♥5, ♦K, ♥2, ♦8 | pair
♣8, ♥5, ♦K, ♥5, ♦8 | two pairs
♣8, ♥5, ♦K, ♥5, ♥Q | pair
♣8, ♥5, ♦K, ♥5, ♦8 | two pairs
♣8, ♥5, ♦K, ♦8, ♥Q | pair
♣8, ♥5, ♦K, ♦8, ♦8 | three of a kind
♣8, ♥5, ♦K, ♥Q, ♦8 | pair
♣8, ♥5, ♥2, ♥5, ♦8 | two pairs
♣8, ♥5, ♥2, ♥5, ♥Q | pair
♣8, ♥5, ♥2, ♥5, ♦8 | two pairs
♣8, ♥5, ♥2, ♦8, ♥Q | pair
♣8, ♥5, ♥2, ♦8, ♦8 | three of a kind
♣8, ♥5, ♥2, ♥Q, ♦8 | pair
♣8, ♥5, ♥5, ♦8, ♥Q | two pairs
♣8, ♥5, ♥5, ♦8, ♦8 | fullhouse
♣8, ♥5, ♥5, ♥Q, ♦8 | two pairs
♣8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♣8, ♥Q, ♥Q, ♠7, ♦K | pair
♣8, ♥Q, ♥Q, ♠7, ♥2 | pair
♣8, ♥Q, ♥Q, ♠7, ♥5 | pair
♣8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♣8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♦K, ♥2 | pair
♣8, ♥Q, ♥Q, ♦K, ♥5 | pair
♣8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♣8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♥2, ♥5 | pair
♣8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♥2, ♥Q | three of a kind
♣8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♣8, ♥Q, ♥Q, ♥5, ♥Q | three of a kind
