♣Q, ♥4, ♣4, ♠J, ♥10 | pair
♠8, ♦8, ♣J, ♣4, ♥2 | pair
♠8, ♦8, ♣J, ♣J, ♦10 | two pairs
♠8, ♦8, ♣J, ♣J, ♣4 | two pairs
♠8, ♦8, ♣J, ♣J, ♥2 | two pairs
♠8, ♦8, ♣J, ♦10, ♣4 | pair
♠8, ♦8, ♣J, ♦10, ♥2 | pair
♠8, ♦8, ♣J, ♣4, ♥2 | pair
♠8, ♦8, ♣J, ♦10, ♣4 | pair
♠8, ♦8, ♣J, ♦10, ♥2 | pair
♠8, ♦8, ♣J, ♣4, ♥2 | pair
♠8, ♦8, ♦10, ♣4, ♥2 | pair
♠8, ♣J, ♣J, ♣J, ♦10 | three of a kind
♠8, ♣J, ♣J, ♣J, ♣4 | three of a kind
♠8, ♣J, ♣J, ♣J, ♥2 | three of a kind
♠8, ♣J, ♣J, ♦10, ♣4 | pair
♠8, ♣J, ♣J, ♦10, ♥2 | pair
♠8, ♣J, ♣J, ♣4, ♥2 | pair
♠8, ♣J, ♣J, ♦10, ♣4 | pair
♠8, ♣J, ♣J, ♦10, ♥2 | pair
♠8, ♣J, ♣J, ♣4, ♥2 | pair
♠8, ♣J, ♣J, ♦10, ♣4 | pair
♠8, ♣J, ♣J, ♦10, ♥2 | pair
♠8, ♣J, ♣J, ♣4, ♥2 | pair
♣K, ♥6, ♠6, ♦8, ♣J | pair
♣K, ♥6, ♠6, ♦8, ♣J | pair
♣K, ♥6, ♠6, ♦8, ♣J | pair
♣K, ♥6, ♠6, ♦8, ♦10 | pair
♣K, ♥6, ♠6, ♦8, ♣4 | pair
♣K, ♥6, ♠6, ♦8, ♥2 | pair
♣K, ♥6, ♠6, ♣J, ♣J | two pairs
♣K, ♥6, ♠6, ♣J, ♣J | two pairs
♣K, ♥6, ♠6, ♣J, ♦10 | pair
♣K, ♥6, ♠6, ♣J, ♣4 | pair
♣K, ♥6, ♠6, ♣J, ♥2 | pair
♣K, ♥6, ♠6, ♣J, ♣J | two pairs
♣K, ♥6, ♠6, ♣J, ♦10 | pair
♣K, ♥6, ♠6, ♣J, ♣4 | pair
♣K, ♥6, ♠6, ♣J, ♥2 | pair
♣K, ♥6, ♠6, ♣J, ♦10 | pair
♣K, ♥6, ♠6, ♣J, ♣4 | pair
♣K, ♥6, ♠6, ♣J, ♥2 | pair
♣K, ♥6, ♠6, ♦10, ♣4 | pair
♣K, ♥6, ♠6, ♦10, ♥2 | pair
♣K, ♥6, ♠6, ♣4, ♥2 | pair
♣K, ♥6, ♦8, ♣J, ♣J | pair
♣K, ♥6, ♦8, ♣J, ♣J | pair
♣K, ♥6, ♦8, ♣J, ♣J | pair
♣K, ♥6, ♣J, ♣J, ♣J | three of a kind
♣K, ♥6, ♣J, ♣J, ♦10 | pair
♣K, ♥6, ♣J, ♣J, ♣4 | pair
♣K, ♥6, ♣J, ♣J, ♥2 | pair
♣K, ♥6, ♣J, ♣J, ♦10 | pair
♣K, ♥6, ♣J, ♣J, ♣4 | pair
♣K, ♥6, ♣J, ♣J, ♥2 | pair
♣K, ♥6, ♣J, ♣J, ♦10 | pair
♣K, ♥6, ♣J, ♣J, ♣4 | pair
♣K, ♥6, ♣J, ♣J, ♥2 | pair
♣K, ♠6, ♦8, ♣J, ♣J | pair
♣K, ♠6, ♦8, ♣J, ♣J | pair
♣K, ♠6, ♦8, ♣J, ♣J | pair
♣K, ♠6, ♣J, ♣J, ♣J | three of a kind
♣K, ♠6, ♣J, ♣J, ♦10 | pair
♣K, ♠6, ♣J, ♣J, ♣4 | pair
♣K, ♠6, ♣J, ♣J, ♥2 | pair
♣K, ♠6, ♣J, ♣J, ♦10 | pair
♣K, ♠6, ♣J, ♣J, ♣4 | pair
♣K, ♠6, ♣J, ♣J, ♥2 | pair
♣K, ♠6, ♣J, ♣J, ♦10 | pair
♣K, ♠6, ♣J, ♣J, ♣4 | pair
♣K, ♠6, ♣J, ♣J, ♥2 | pair
♣K, ♦8, ♣J, ♣J, ♣J | three of a kind
♣K, ♦8, ♣J, ♣J, ♦10 | pair
♣K, ♦8, ♣J, ♣J, ♣4 | pair
♣K, ♦8, ♣J, ♣J, ♥2 | pair
♣K, ♦8, ♣J, ♣J, ♦10 | pair
♣K, ♦8, ♣J, ♣J, ♣4 | pair
♣K, ♦8, ♣J, ♣J, ♥2 | pair
♣K, ♦8, ♣J, ♣J, ♦10 | pair
♣K, ♦8, ♣J, ♣J, ♣4 | pair
♣K, ♦8, ♣J, ♣J, ♥2 | pair
♣K, ♣J, ♣J, ♣J, ♦10 | three of a kind
♣K, ♣J, ♣J, ♣J, ♣4 | flush
♣K, ♣J, ♣J, ♣J, ♥2 | three of a kind
♣K, ♣J, ♣J, ♦10, ♣4 | pair
♣K, ♣J, ♣J, ♦10, ♥2 | pair
♣K, ♣J, ♣J, ♣4, ♥2 | pair
♣K, ♣J, ♣J, ♦10, ♣4 | pair
♣K, ♣J, ♣J, ♦10, ♥2 | pair
♣K, ♣J, ♣J, ♣4, ♥2 | pair
♣K, ♣J, ♣J, ♦10, ♣4 | pair
♣K, ♣J, ♣J, ♦10, ♥2 | pair
♣K, ♣J, ♣J, ♣4, ♥2 | pair
♥6, ♠6, ♦8, ♣J, ♣J | two pairs
♥6, ♠6, ♦8, ♣J, ♣J | two pairs
♥6, ♠6, ♦8, ♣J, ♦10 | pair
♥6, ♠6, ♦8, ♣J, ♣4 | pair
♥6, ♠6, ♦8, ♣J, ♥2 | pair
♥6, ♠6, ♦8, ♣J, ♣J | two pairs
♥6, ♠6, ♦8, ♣J, ♦10 | pair
♥6, ♠6, ♦8, ♣J, ♣4 | pair
♥6, ♠6, ♦8, ♣J, ♥2 | pair
♥6, ♠6, ♦8, ♣J, ♦10 | pair
♥6, ♠6, ♦8, ♣J, ♣4 | pair
♥6, ♠6, ♦8, ♣J, ♥2 | pair
♥6, ♠6, ♦8, ♦10, ♣4 | pair
♥6, ♠6, ♦8, ♦10, ♥2 | pair
♥6, ♠6, ♦8, ♣4, ♥2 | pair
♥6, ♠6, ♣J, ♣J, ♣J | fullhouse
♥6, ♠6, ♣J, ♣J, ♦10 | two pairs
♥6, ♠6, ♣J, ♣J, ♣4 | two pairs
♥6, ♠6, ♣J, ♣J, ♥2 | two pairs
♥6, ♠6, ♣J, ♣J, ♦10 | two pairs
♥6, ♠6, ♣J, ♣J, ♣4 | two pairs
♥6, ♠6, ♣J, ♣J, ♥2 | two pairs
♥6, ♠6, ♣J, ♦10, ♣4 | pair
♥6, ♠6, ♣J, ♦10, ♥2 | pair
♥6, ♠6, ♣J, ♣4, ♥2 | pair
♥6, ♠6, ♣J, ♣J, ♦10 | two pairs
♥6, ♠6, ♣J, ♣J, ♣4 | two pairs
♥6, ♠6, ♣J, ♣J, ♥2 | two pairs
♥6, ♠6, ♣J, ♦10, ♣4 | pair
♥6, ♠6, ♣J, ♦10, ♥2 | pair
♥6, ♠6, ♣J, ♣4, ♥2 | pair
♥6, ♠6, ♣J, ♦10, ♣4 | pair
♥6, ♠6, ♣J, ♦10, ♥2 | pair
♥6, ♠6, ♣J, ♣4, ♥2 | pair
♥6, ♠6, ♦10, ♣4, ♥2 | pair
♥6, ♦8, ♣J, ♣J, ♣J | three of a kind
♥6, ♦8, ♣J, ♣J, ♦10 | pair
♥6, ♦8, ♣J, ♣J, ♣4 | pair
♥6, ♦8, ♣J, ♣J, ♥2 | pair
♥6, ♦8, ♣J, ♣J, ♦10 | pair
♥6, ♦8, ♣J, ♣J, ♣4 | pair
♥6, ♦8, ♣J, ♣J, ♥2 | pair
♥6, ♦8, ♣J, ♣J, ♦10 | pair
♥6, ♦8, ♣J, ♣J, ♣4 | pair
♥6, ♦8, ♣J, ♣J, ♥2 | pair
♥6, ♣J, ♣J, ♣J, ♦10 | three of a kind
♥6, ♣J, ♣J, ♣J, ♣4 | three of a kind
♥6, ♣J, ♣J, ♣J, ♥2 | three of a kind
♥6, ♣J, ♣J, ♦10, ♣4 | pair
♥6, ♣J, ♣J, ♦10, ♥2 | pair
♥6, ♣J, ♣J, ♣4, ♥2 | pair
♥6, ♣J, ♣J, ♦10, ♣4 | pair
♥6, ♣J, ♣J, ♦10, ♥2 | pair
♥6, ♣J, ♣J, ♣4, ♥2 | pair
♥6, ♣J, ♣J, ♦10, ♣4 | pair
♥6, ♣J, ♣J, ♦10, ♥2 | pair
♥6, ♣J, ♣J, ♣4, ♥2 | pair
♠6, ♦8, ♣J, ♣J, ♣J | three of a kind
♠6, ♦8, ♣J, ♣J, ♦10 | pair
♠6, ♦8, ♣J, ♣J, ♣4 | pair
♠6, ♦8, ♣J, ♣J, ♥2 | pair
♠6, ♦8, ♣J, ♣J, ♦10 | pair
♠6, ♦8, ♣J, ♣J, ♣4 | pair
♠6, ♦8, ♣J, ♣J, ♥2 | pair
♠6, ♦8, ♣J, ♣J, ♦10 | pair
♠6, ♦8, ♣J, ♣J, ♣4 | pair
♠6, ♦8, ♣J, ♣J, ♥2 | pair
♠6, ♣J, ♣J, ♣J, ♦10 | three of a kind
♠6, ♣J, ♣J, ♣J, ♣4 | three of a kind
♠6, ♣J, ♣J, ♣J, ♥2 | three of a kind
♠6, ♣J, ♣J, ♦10, ♣4 | pair
♠6, ♣J, ♣J, ♦10, ♥2 | pair
♠6, ♣J, ♣J, ♣4, ♥2 | pair
♠6, ♣J, ♣J, ♦10, ♣4 | pair
♠6, ♣J, ♣J, ♦10, ♥2 | pair
♠6, ♣J, ♣J, ♣4, ♥2 | pair
♠6, ♣J, ♣J, ♦10, ♣4 | pair
♠6, ♣J, ♣J, ♦10, ♥2 | pair
♠6, ♣J, ♣J, ♣4, ♥2 | pair
♦8, ♣J, ♣J, ♣J, ♦10 | three of a kind
♦8, ♣J, ♣J, ♣J, ♣4 | three of a kind
♦8, ♣J, ♣J, ♣J, ♥2 | three of a kind
♦8, ♣J, ♣J, ♦10, ♣4 | pair
♦8, ♣J, ♣J, ♦10, ♥2 | pair
♦8, ♣J, ♣J, ♣4, ♥2 | pair
♦8, ♣J, ♣J, ♦10, ♣4 | pair
♦8, ♣J, ♣J, ♦10, ♥2 | pair
♦8, ♣J, ♣J, ♣4, ♥2 | pair
♦8, ♣J, ♣J, ♦10, ♣4 | pair
♦8, ♣J, ♣J, ♦10, ♥2 | pair
♦8, ♣J, ♣J, ♣4, ♥2 | pair
♣J, ♣J, ♣J, ♦10, ♣4 | three of a kind
♣J, ♣J, ♣J, ♦10, ♥2 | three of a kind
♣J, ♣J, ♣J, ♣4, ♥2 | three of a kind
♣J, ♣J, ♦10, ♣4, ♥2 | pair
♣J, ♣J, ♦10, ♣4, ♥2 | pair
♣J, ♣J, ♦10, ♣4, ♥2 | pair
