♥A, ♠3, ♣3, ♥J, ♥2 | pair
♥2, ♠10, ♥2, ♣A, ♥A | two pairs
♥2, ♠10, ♥2, ♣A, ♦9 | pair
♥2, ♠10, ♥2, ♣A, ♦A | two pairs
♥2, ♠10, ♥2, ♥A, ♦9 | pair
♥2, ♠10, ♥2, ♥A, ♦A | two pairs
♥2, ♠10, ♥2, ♦9, ♦A | pair
♥2, ♠10, ♠7, ♥7, ♣A | pair
♥2, ♠10, ♠7, ♥7, ♥A | pair
♥2, ♠10, ♠7, ♥7, ♦9 | pair
♥2, ♠10, ♠7, ♥7, ♦A | pair
♥2, ♠10, ♠7, ♣A, ♥A | pair
♥2, ♠10, ♠7, ♣A, ♦A | pair
♥2, ♠10, ♠7, ♥A, ♦A | pair
♥2, ♠10, ♥7, ♣A, ♥A | pair
♥2, ♠10, ♥7, ♣A, ♦A | pair
♥2, ♠10, ♥7, ♥A, ♦A | pair
♥2, ♠10, ♣A, ♥A, ♦9 | pair
♥2, ♠10, ♣A, ♥A, ♦A | three of a kind
♥2, ♠10, ♣A, ♦9, ♦A | pair
♥2, ♠10, ♥A, ♦9, ♦A | pair
♥2, ♥A, ♦9, ♣3, ♥2 | pair
♥2, ♥A, ♦9, ♣3, ♣A | pair
♥2, ♥A, ♦9, ♣3, ♥A | pair
♥2, ♥A, ♦9, ♣3, ♦9 | pair
♥2, ♥A, ♦9, ♣3, ♦A | pair
♥2, ♥A, ♦9, ♥2, ♠7 | pair
♥2, ♥A, ♦9, ♥2, ♥7 | pair
♥2, ♥A, ♦9, ♥2, ♣A | two pairs
♥2, ♥A, ♦9, ♥2, ♥A | two pairs
♥2, ♥A, ♦9, ♥2, ♦9 | two pairs
♥2, ♥A, ♦9, ♥2, ♦A | two pairs
♥2, ♥A, ♦9, ♠7, ♥7 | pair
♥2, ♥A, ♦9, ♠7, ♣A | pair
♥2, ♥A, ♦9, ♠7, ♥A | pair
♥2, ♥A, ♦9, ♠7, ♦9 | pair
♥2, ♥A, ♦9, ♠7, ♦A | pair
♥2, ♥A, ♦9, ♥7, ♣A | pair
♥2, ♥A, ♦9, ♥7, ♥A | pair
♥2, ♥A, ♦9, ♥7, ♦9 | pair
♥2, ♥A, ♦9, ♥7, ♦A | pair
♥2, ♥A, ♦9, ♣A, ♥A | three of a kind
♥2, ♥A, ♦9, ♣A, ♦9 | two pairs
♥2, ♥A, ♦9, ♣A, ♦A | three of a kind
♥2, ♥A, ♦9, ♥A, ♦9 | two pairs
♥2, ♥A, ♦9, ♥A, ♦A | three of a kind
♥2, ♥A, ♦9, ♦9, ♦A | two pairs
♥2, ♥A, ♣3, ♥2, ♠7 | pair
♥2, ♥A, ♣3, ♥2, ♥7 | pair
♥2, ♥A, ♣3, ♥2, ♣A | two pairs
♥2, ♥A, ♣3, ♥2, ♥A | two pairs
♥2, ♥A, ♣3, ♥2, ♦9 | pair
♥2, ♥A, ♣3, ♥2, ♦A | two pairs
♥2, ♥A, ♣3, ♠7, ♥7 | pair
♥2, ♥A, ♣3, ♠7, ♣A | pair
♥2, ♥A, ♣3, ♠7, ♥A | pair
♥2, ♥A, ♣3, ♠7, ♦A | pair
♥2, ♥A, ♣3, ♥7, ♣A | pair
♥2, ♥A, ♣3, ♥7, ♥A | pair
♥2, ♥A, ♣3, ♥7, ♦A | pair
♥2, ♥A, ♣3, ♣A, ♥A | three of a kind
♥2, ♥A, ♣3, ♣A, ♦9 | pair
♥2, ♥A, ♣3, ♣A, ♦A | three of a kind
♥2, ♥A, ♣3, ♥A, ♦9 | pair
♥2, ♥A, ♣3, ♥A, ♦A | three of a kind
♥2, ♥A, ♣3, ♦9, ♦A | pair
♥2, ♥A, ♥2, ♠7, ♥7 | two pairs
♥2, ♥A, ♥2, ♠7, ♣A | two pairs
♥2, ♥A, ♥2, ♠7, ♥A | two pairs
♥2, ♥A, ♥2, ♠7, ♦9 | pair
♥2, ♥A, ♥2, ♠7, ♦A | two pairs
♥2, ♥A, ♥2, ♥7, ♣A | two pairs
♥2, ♥A, ♥2, ♥7, ♥A | flush
♥2, ♥A, ♥2, ♥7, ♦9 | pair
♥2, ♥A, ♥2, ♥7, ♦A | two pairs
♥2, ♥A, ♥2, ♣A, ♥A | fullhouse
♥2, ♥A, ♥2, ♣A, ♦9 | two pairs
♥2, ♥A, ♥2, ♣A, ♦A | fullhouse
♥2, ♥A, ♥2, ♥A, ♦9 | two pairs
♥2, ♥A, ♥2, ♥A, ♦A | fullhouse
♥2, ♥A, ♥2, ♦9, ♦A | two pairs
♥2, ♥A, ♠7, ♥7, ♣A | two pairs
♥2, ♥A, ♠7, ♥7, ♥A | two pairs
♥2, ♥A, ♠7, ♥7, ♦9 | pair
♥2, ♥A, ♠7, ♥7, ♦A | two pairs
♥2, ♥A, ♠7, ♣A, ♥A | three of a kind
♥2, ♥A, ♠7, ♣A, ♦9 | pair
♥2, ♥A, ♠7, ♣A, ♦A | three of a kind
♥2, ♥A, ♠7, ♥A, ♦9 | pair
♥2, ♥A, ♠7, ♥A, ♦A | three of a kind
♥2, ♥A, ♠7, ♦9, ♦A | pair
♥2, ♥A, ♥7, ♣A, ♥A | three of a kind
♥2, ♥A, ♥7, ♣A, ♦9 | pair
♥2, ♥A, ♥7, ♣A, ♦A | three of a kind
♥2, ♥A, ♥7, ♥A, ♦9 | pair
♥2, ♥A, ♥7, ♥A, ♦A | three of a kind
♥2, ♥A, ♥7, ♦9, ♦A | pair
♥2, ♥A, ♣A, ♥A, ♦9 | three of a kind
♥2, ♥A, ♣A, ♥A, ♦A | four of a kind!
♥2, ♥A, ♣A, ♦9, ♦A | three of a kind
♥2, ♥A, ♥A, ♦9, ♦A | three of a kind
♥2, ♦9, ♣3, ♥2, ♠7 | pair
♥2, ♦9, ♣3, ♥2, ♥7 | pair
♥2, ♦9, ♣3, ♥2, ♣A | pair
♥2, ♦9, ♣3, ♥2, ♥A | pair
♥2, ♦9, ♣3, ♥2, ♦9 | two pairs
♥2, ♦9, ♣3, ♥2, ♦A | pair
♥2, ♦9, ♣3, ♠7, ♥7 | pair
♥2, ♦9, ♣3, ♠7, ♦9 | pair
♥2, ♦9, ♣3, ♥7, ♦9 | pair
♥2, ♦9, ♣3, ♣A, ♥A | pair
♥2, ♦9, ♣3, ♣A, ♦9 | pair
♥2, ♦9, ♣3, ♣A, ♦A | pair
♥2, ♦9, ♣3, ♥A, ♦9 | pair
♥2, ♦9, ♣3, ♥A, ♦A | pair
♥2, ♦9, ♣3, ♦9, ♦A | pair
♥2, ♦9, ♥2, ♠7, ♥7 | two pairs
♥2, ♦9, ♥2, ♠7, ♣A | pair
♥2, ♦9, ♥2, ♠7, ♥A | pair
♥2, ♦9, ♥2, ♠7, ♦9 | two pairs
♥2, ♦9, ♥2, ♠7, ♦A | pair
♥2, ♦9, ♥2, ♥7, ♣A | pair
♥2, ♦9, ♥2, ♥7, ♥A | pair
♥2, ♦9, ♥2, ♥7, ♦9 | two pairs
♥2, ♦9, ♥2, ♥7, ♦A | pair
♥2, ♦9, ♥2, ♣A, ♥A | two pairs
♥2, ♦9, ♥2, ♣A, ♦9 | two pairs
♥2, ♦9, ♥2, ♣A, ♦A | two pairs
♥2, ♦9, ♥2, ♥A, ♦9 | two pairs
♥2, ♦9, ♥2, ♥A, ♦A | two pairs
♥2, ♦9, ♥2, ♦9, ♦A | two pairs
♥2, ♦9, ♠7, ♥7, ♣A | pair
♥2, ♦9, ♠7, ♥7, ♥A | pair
♥2, ♦9, ♠7, ♥7, ♦9 | two pairs
♥2, ♦9, ♠7, ♥7, ♦A | pair
♥2, ♦9, ♠7, ♣A, ♥A | pair
♥2, ♦9, ♠7, ♣A, ♦9 | pair
♥2, ♦9, ♠7, ♣A, ♦A | pair
♥2, ♦9, ♠7, ♥A, ♦9 | pair
♥2, ♦9, ♠7, ♥A, ♦A | pair
♥2, ♦9, ♠7, ♦9, ♦A | pair
♥2, ♦9, ♥7, ♣A, ♥A | pair
♥2, ♦9, ♥7, ♣A, ♦9 | pair
♥2, ♦9, ♥7, ♣A, ♦A | pair
♥2, ♦9, ♥7, ♥A, ♦9 | pair
♥2, ♦9, ♥7, ♥A, ♦A | pair
♥2, ♦9, ♥7, ♦9, ♦A | pair
♥2, ♦9, ♣A, ♥A, ♦9 | two pairs
♥2, ♦9, ♣A, ♥A, ♦A | three of a kind
♥2, ♦9, ♣A, ♦9, ♦A | two pairs
♥2, ♦9, ♥A, ♦9, ♦A | two pairs
♥2, ♣3, ♥2, ♠7, ♥7 | two pairs
♥2, ♣3, ♥2, ♠7, ♣A | pair
♥2, ♣3, ♥2, ♠7, ♥A | pair
♥2, ♣3, ♥2, ♠7, ♦9 | pair
♥2, ♣3, ♥2, ♠7, ♦A | pair
♥2, ♣3, ♥2, ♥7, ♣A | pair
♥2, ♣3, ♥2, ♥7, ♥A | pair
♥2, ♣3, ♥2, ♥7, ♦9 | pair
♥2, ♣3, ♥2, ♥7, ♦A | pair
♥2, ♣3, ♥2, ♣A, ♥A | two pairs
♥2, ♣3, ♥2, ♣A, ♦9 | pair
♥2, ♣3, ♥2, ♣A, ♦A | two pairs
♥2, ♣3, ♥2, ♥A, ♦9 | pair
♥2, ♣3, ♥2, ♥A, ♦A | two pairs
♥2, ♣3, ♥2, ♦9, ♦A | pair
♥2, ♣3, ♠7, ♥7, ♣A | pair
♥2, ♣3, ♠7, ♥7, ♥A | pair
♥2, ♣3, ♠7, ♥7, ♦9 | pair
♥2, ♣3, ♠7, ♥7, ♦A | pair
♥2, ♣3, ♠7, ♣A, ♥A | pair
♥2, ♣3, ♠7, ♣A, ♦A | pair
♥2, ♣3, ♠7, ♥A, ♦A | pair
♥2, ♣3, ♥7, ♣A, ♥A | pair
♥2, ♣3, ♥7, ♣A, ♦A | pair
♥2, ♣3, ♥7, ♥A, ♦A | pair
♥2, ♣3, ♣A, ♥A, ♦9 | pair
♥2, ♣3, ♣A, ♥A, ♦A | three of a kind
♥2, ♣3, ♣A, ♦9, ♦A | pair
♥2, ♣3, ♥A, ♦9, ♦A | pair
♥2, ♥2, ♠7, ♥7, ♣A | two pairs
♥2, ♥2, ♠7, ♥7, ♥A | two pairs
♥2, ♥2, ♠7, ♥7, ♦9 | two pairs
♥2, ♥2, ♠7, ♥7, ♦A | two pairs
♥2, ♥2, ♠7, ♣A, ♥A | two pairs
♥2, ♥2, ♠7, ♣A, ♦9 | pair
♥2, ♥2, ♠7, ♣A, ♦A | two pairs
♥2, ♥2, ♠7, ♥A, ♦9 | pair
♥2, ♥2, ♠7, ♥A, ♦A | two pairs
♥2, ♥2, ♠7, ♦9, ♦A | pair
♥2, ♥2, ♥7, ♣A, ♥A | two pairs
♥2, ♥2, ♥7, ♣A, ♦9 | pair
♥2, ♥2, ♥7, ♣A, ♦A | two pairs
♥2, ♥2, ♥7, ♥A, ♦9 | pair
♥2, ♥2, ♥7, ♥A, ♦A | two pairs
♥2, ♥2, ♥7, ♦9, ♦A | pair
♥2, ♥2, ♣A, ♥A, ♦9 | two pairs
♥2, ♥2, ♣A, ♥A, ♦A | fullhouse
♥2, ♥2, ♣A, ♦9, ♦A | two pairs
♥2, ♥2, ♥A, ♦9, ♦A | two pairs
♥2, ♠7, ♥7, ♣A, ♥A | two pairs
♥2, ♠7, ♥7, ♣A, ♦9 | pair
♥2, ♠7, ♥7, ♣A, ♦A | two pairs
♥2, ♠7, ♥7, ♥A, ♦9 | pair
♥2, ♠7, ♥7, ♥A, ♦A | two pairs
♥2, ♠7, ♥7, ♦9, ♦A | pair
♥2, ♠7, ♣A, ♥A, ♦9 | pair
♥2, ♠7, ♣A, ♥A, ♦A | three of a kind
♥2, ♠7, ♣A, ♦9, ♦A | pair
♥2, ♠7, ♥A, ♦9, ♦A | pair
♥2, ♥7, ♣A, ♥A, ♦9 | pair
♥2, ♥7, ♣A, ♥A, ♦A | three of a kind
♥2, ♥7, ♣A, ♦9, ♦A | pair
♥2, ♥7, ♥A, ♦9, ♦A | pair
♥2, ♣A, ♥A, ♦9, ♦A | three of a kind
♠10, ♥A, ♦9, ♣3, ♣A | pair
♠10, ♥A, ♦9, ♣3, ♥A | pair
♠10, ♥A, ♦9, ♣3, ♦9 | pair
♠10, ♥A, ♦9, ♣3, ♦A | pair
♠10, ♥A, ♦9, ♥2, ♣A | pair
♠10, ♥A, ♦9, ♥2, ♥A | pair
♠10, ♥A, ♦9, ♥2, ♦9 | pair
♠10, ♥A, ♦9, ♥2, ♦A | pair
♠10, ♥A, ♦9, ♠7, ♥7 | pair
♠10, ♥A, ♦9, ♠7, ♣A | pair
♠10, ♥A, ♦9, ♠7, ♥A | pair
♠10, ♥A, ♦9, ♠7, ♦9 | pair
♠10, ♥A, ♦9, ♠7, ♦A | pair
♠10, ♥A, ♦9, ♥7, ♣A | pair
♠10, ♥A, ♦9, ♥7, ♥A | pair
♠10, ♥A, ♦9, ♥7, ♦9 | pair
♠10, ♥A, ♦9, ♥7, ♦A | pair
♠10, ♥A, ♦9, ♣A, ♥A | three of a kind
♠10, ♥A, ♦9, ♣A, ♦9 | two pairs
♠10, ♥A, ♦9, ♣A, ♦A | three of a kind
♠10, ♥A, ♦9, ♥A, ♦9 | two pairs
♠10, ♥A, ♦9, ♥A, ♦A | three of a kind
♠10, ♥A, ♦9, ♦9, ♦A | two pairs
♠10, ♥A, ♣3, ♥2, ♣A | pair
♠10, ♥A, ♣3, ♥2, ♥A | pair
♠10, ♥A, ♣3, ♥2, ♦A | pair
♠10, ♥A, ♣3, ♠7, ♥7 | pair
♠10, ♥A, ♣3, ♠7, ♣A | pair
♠10, ♥A, ♣3, ♠7, ♥A | pair
♠10, ♥A, ♣3, ♠7, ♦A | pair
♠10, ♥A, ♣3, ♥7, ♣A | pair
♠10, ♥A, ♣3, ♥7, ♥A | pair
♠10, ♥A, ♣3, ♥7, ♦A | pair
♠10, ♥A, ♣3, ♣A, ♥A | three of a kind
♠10, ♥A, ♣3, ♣A, ♦9 | pair
♠10, ♥A, ♣3, ♣A, ♦A | three of a kind
♠10, ♥A, ♣3, ♥A, ♦9 | pair
♠10, ♥A, ♣3, ♥A, ♦A | three of a kind
♠10, ♥A, ♣3, ♦9, ♦A | pair
♠10, ♥A, ♥2, ♠7, ♥7 | pair
♠10, ♥A, ♥2, ♠7, ♣A | pair
♠10, ♥A, ♥2, ♠7, ♥A | pair
♠10, ♥A, ♥2, ♠7, ♦A | pair
♠10, ♥A, ♥2, ♥7, ♣A | pair
♠10, ♥A, ♥2, ♥7, ♥A | pair
♠10, ♥A, ♥2, ♥7, ♦A | pair
♠10, ♥A, ♥2, ♣A, ♥A | three of a kind
♠10, ♥A, ♥2, ♣A, ♦9 | pair
♠10, ♥A, ♥2, ♣A, ♦A | three of a kind
♠10, ♥A, ♥2, ♥A, ♦9 | pair
♠10, ♥A, ♥2, ♥A, ♦A | three of a kind
♠10, ♥A, ♥2, ♦9, ♦A | pair
♠10, ♥A, ♠7, ♥7, ♣A | two pairs
♠10, ♥A, ♠7, ♥7, ♥A | two pairs
♠10, ♥A, ♠7, ♥7, ♦9 | pair
♠10, ♥A, ♠7, ♥7, ♦A | two pairs
♠10, ♥A, ♠7, ♣A, ♥A | three of a kind
♠10, ♥A, ♠7, ♣A, ♦9 | pair
♠10, ♥A, ♠7, ♣A, ♦A | three of a kind
♠10, ♥A, ♠7, ♥A, ♦9 | pair
♠10, ♥A, ♠7, ♥A, ♦A | three of a kind
♠10, ♥A, ♠7, ♦9, ♦A | pair
♠10, ♥A, ♥7, ♣A, ♥A | three of a kind
♠10, ♥A, ♥7, ♣A, ♦9 | pair
♠10, ♥A, ♥7, ♣A, ♦A | three of a kind
♠10, ♥A, ♥7, ♥A, ♦9 | pair
♠10, ♥A, ♥7, ♥A, ♦A | three of a kind
♠10, ♥A, ♥7, ♦9, ♦A | pair
♠10, ♥A, ♣A, ♥A, ♦9 | three of a kind
♠10, ♥A, ♣A, ♥A, ♦A | four of a kind!
♠10, ♥A, ♣A, ♦9, ♦A | three of a kind
♠10, ♥A, ♥A, ♦9, ♦A | three of a kind
♠10, ♦9, ♣3, ♥2, ♦9 | pair
♠10, ♦9, ♣3, ♠7, ♥7 | pair
♠10, ♦9, ♣3, ♠7, ♦9 | pair
♠10, ♦9, ♣3, ♥7, ♦9 | pair
♠10, ♦9, ♣3, ♣A, ♥A | pair
♠10, ♦9, ♣3, ♣A, ♦9 | pair
♠10, ♦9, ♣3, ♣A, ♦A | pair
♠10, ♦9, ♣3, ♥A, ♦9 | pair
♠10, ♦9, ♣3, ♥A, ♦A | pair
♠10, ♦9, ♣3, ♦9, ♦A | pair
♠10, ♦9, ♥2, ♠7, ♥7 | pair
♠10, ♦9, ♥2, ♠7, ♦9 | pair
♠10, ♦9, ♥2, ♥7, ♦9 | pair
♠10, ♦9, ♥2, ♣A, ♥A | pair
♠10, ♦9, ♥2, ♣A, ♦9 | pair
♠10, ♦9, ♥2, ♣A, ♦A | pair
♠10, ♦9, ♥2, ♥A, ♦9 | pair
♠10, ♦9, ♥2, ♥A, ♦A | pair
♠10, ♦9, ♥2, ♦9, ♦A | pair
♠10, ♦9, ♠7, ♥7, ♣A | pair
♠10, ♦9, ♠7, ♥7, ♥A | pair
♠10, ♦9, ♠7, ♥7, ♦9 | two pairs
♠10, ♦9, ♠7, ♥7, ♦A | pair
♠10, ♦9, ♠7, ♣A, ♥A | pair
♠10, ♦9, ♠7, ♣A, ♦9 | pair
♠10, ♦9, ♠7, ♣A, ♦A | pair
♠10, ♦9, ♠7, ♥A, ♦9 | pair
♠10, ♦9, ♠7, ♥A, ♦A | pair
♠10, ♦9, ♠7, ♦9, ♦A | pair
♠10, ♦9, ♥7, ♣A, ♥A | pair
♠10, ♦9, ♥7, ♣A, ♦9 | pair
♠10, ♦9, ♥7, ♣A, ♦A | pair
♠10, ♦9, ♥7, ♥A, ♦9 | pair
♠10, ♦9, ♥7, ♥A, ♦A | pair
♠10, ♦9, ♥7, ♦9, ♦A | pair
♠10, ♦9, ♣A, ♥A, ♦9 | two pairs
♠10, ♦9, ♣A, ♥A, ♦A | three of a kind
♠10, ♦9, ♣A, ♦9, ♦A | two pairs
♠10, ♦9, ♥A, ♦9, ♦A | two pairs
♠10, ♣3, ♥2, ♠7, ♥7 | pair
♠10, ♣3, ♥2, ♣A, ♥A | pair
♠10, ♣3, ♥2, ♣A, ♦A | pair
♠10, ♣3, ♥2, ♥A, ♦A | pair
♠10, ♣3, ♠7, ♥7, ♣A | pair
♠10, ♣3, ♠7, ♥7, ♥A | pair
♠10, ♣3, ♠7, ♥7, ♦9 | pair
♠10, ♣3, ♠7, ♥7, ♦A | pair
♠10, ♣3, ♠7, ♣A, ♥A | pair
♠10, ♣3, ♠7, ♣A, ♦A | pair
♠10, ♣3, ♠7, ♥A, ♦A | pair
♠10, ♣3, ♥7, ♣A, ♥A | pair
♠10, ♣3, ♥7, ♣A, ♦A | pair
♠10, ♣3, ♥7, ♥A, ♦A | pair
♠10, ♣3, ♣A, ♥A, ♦9 | pair
♠10, ♣3, ♣A, ♥A, ♦A | three of a kind
♠10, ♣3, ♣A, ♦9, ♦A | pair
♠10, ♣3, ♥A, ♦9, ♦A | pair
♠10, ♥2, ♠7, ♥7, ♣A | pair
♠10, ♥2, ♠7, ♥7, ♥A | pair
♠10, ♥2, ♠7, ♥7, ♦9 | pair
♠10, ♥2, ♠7, ♥7, ♦A | pair
♠10, ♥2, ♠7, ♣A, ♥A | pair
♠10, ♥2, ♠7, ♣A, ♦A | pair
♠10, ♥2, ♠7, ♥A, ♦A | pair
♠10, ♥2, ♥7, ♣A, ♥A | pair
♠10, ♥2, ♥7, ♣A, ♦A | pair
♠10, ♥2, ♥7, ♥A, ♦A | pair
♠10, ♥2, ♣A, ♥A, ♦9 | pair
♠10, ♥2, ♣A, ♥A, ♦A | three of a kind
♠10, ♥2, ♣A, ♦9, ♦A | pair
♠10, ♥2, ♥A, ♦9, ♦A | pair
♠10, ♠7, ♥7, ♣A, ♥A | two pairs
♠10, ♠7, ♥7, ♣A, ♦9 | pair
♠10, ♠7, ♥7, ♣A, ♦A | two pairs
♠10, ♠7, ♥7, ♥A, ♦9 | pair
♠10, ♠7, ♥7, ♥A, ♦A | two pairs
♠10, ♠7, ♥7, ♦9, ♦A | pair
♠10, ♠7, ♣A, ♥A, ♦9 | pair
♠10, ♠7, ♣A, ♥A, ♦A | three of a kind
♠10, ♠7, ♣A, ♦9, ♦A | pair
♠10, ♠7, ♥A, ♦9, ♦A | pair
♠10, ♥7, ♣A, ♥A, ♦9 | pair
♠10, ♥7, ♣A, ♥A, ♦A | three of a kind
♠10, ♥7, ♣A, ♦9, ♦A | pair
♠10, ♥7, ♥A, ♦9, ♦A | pair
♠10, ♣A, ♥A, ♦9, ♦A | three of a kind
♥A, ♦9, ♣3, ♥2, ♣A | pair
♥A, ♦9, ♣3, ♥2, ♥A | pair
♥A, ♦9, ♣3, ♥2, ♦9 | pair
♥A, ♦9, ♣3, ♥2, ♦A | pair
♥A, ♦9, ♣3, ♠7, ♥7 | pair
♥A, ♦9, ♣3, ♠7, ♣A | pair
♥A, ♦9, ♣3, ♠7, ♥A | pair
♥A, ♦9, ♣3, ♠7, ♦9 | pair
♥A, ♦9, ♣3, ♠7, ♦A | pair
♥A, ♦9, ♣3, ♥7, ♣A | pair
♥A, ♦9, ♣3, ♥7, ♥A | pair
♥A, ♦9, ♣3, ♥7, ♦9 | pair
♥A, ♦9, ♣3, ♥7, ♦A | pair
♥A, ♦9, ♣3, ♣A, ♥A | three of a kind
♥A, ♦9, ♣3, ♣A, ♦9 | two pairs
♥A, ♦9, ♣3, ♣A, ♦A | three of a kind
♥A, ♦9, ♣3, ♥A, ♦9 | two pairs
♥A, ♦9, ♣3, ♥A, ♦A | three of a kind
♥A, ♦9, ♣3, ♦9, ♦A | two pairs
♥A, ♦9, ♥2, ♠7, ♥7 | pair
♥A, ♦9, ♥2, ♠7, ♣A | pair
♥A, ♦9, ♥2, ♠7, ♥A | pair
♥A, ♦9, ♥2, ♠7, ♦9 | pair
♥A, ♦9, ♥2, ♠7, ♦A | pair
♥A, ♦9, ♥2, ♥7, ♣A | pair
♥A, ♦9, ♥2, ♥7, ♥A | pair
♥A, ♦9, ♥2, ♥7, ♦9 | pair
♥A, ♦9, ♥2, ♥7, ♦A | pair
♥A, ♦9, ♥2, ♣A, ♥A | three of a kind
♥A, ♦9, ♥2, ♣A, ♦9 | two pairs
♥A, ♦9, ♥2, ♣A, ♦A | three of a kind
♥A, ♦9, ♥2, ♥A, ♦9 | two pairs
♥A, ♦9, ♥2, ♥A, ♦A | three of a kind
♥A, ♦9, ♥2, ♦9, ♦A | two pairs
♥A, ♦9, ♠7, ♥7, ♣A | two pairs
♥A, ♦9, ♠7, ♥7, ♥A | two pairs
♥A, ♦9, ♠7, ♥7, ♦9 | two pairs
♥A, ♦9, ♠7, ♥7, ♦A | two pairs
♥A, ♦9, ♠7, ♣A, ♥A | three of a kind
♥A, ♦9, ♠7, ♣A, ♦9 | two pairs
♥A, ♦9, ♠7, ♣A, ♦A | three of a kind
♥A, ♦9, ♠7, ♥A, ♦9 | two pairs
♥A, ♦9, ♠7, ♥A, ♦A | three of a kind
♥A, ♦9, ♠7, ♦9, ♦A | two pairs
♥A, ♦9, ♥7, ♣A, ♥A | three of a kind
♥A, ♦9, ♥7, ♣A, ♦9 | two pairs
♥A, ♦9, ♥7, ♣A, ♦A | three of a kind
♥A, ♦9, ♥7, ♥A, ♦9 | two pairs
♥A, ♦9, ♥7, ♥A, ♦A | three of a kind
♥A, ♦9, ♥7, ♦9, ♦A | two pairs
♥A, ♦9, ♣A, ♥A, ♦9 | fullhouse
♥A, ♦9, ♣A, ♥A, ♦A | four of a kind!
♥A, ♦9, ♣A, ♦9, ♦A | fullhouse
♥A, ♦9, ♥A, ♦9, ♦A | fullhouse
♥A, ♣3, ♥2, ♠7, ♥7 | pair
♥A, ♣3, ♥2, ♠7, ♣A | pair
♥A, ♣3, ♥2, ♠7, ♥A | pair
♥A, ♣3, ♥2, ♠7, ♦A | pair
♥A, ♣3, ♥2, ♥7, ♣A | pair
♥A, ♣3, ♥2, ♥7, ♥A | pair
♥A, ♣3, ♥2, ♥7, ♦A | pair
♥A, ♣3, ♥2, ♣A, ♥A | three of a kind
♥A, ♣3, ♥2, ♣A, ♦9 | pair
♥A, ♣3, ♥2, ♣A, ♦A | three of a kind
♥A, ♣3, ♥2, ♥A, ♦9 | pair
♥A, ♣3, ♥2, ♥A, ♦A | three of a kind
♥A, ♣3, ♥2, ♦9, ♦A | pair
♥A, ♣3, ♠7, ♥7, ♣A | two pairs
♥A, ♣3, ♠7, ♥7, ♥A | two pairs
♥A, ♣3, ♠7, ♥7, ♦9 | pair
♥A, ♣3, ♠7, ♥7, ♦A | two pairs
♥A, ♣3, ♠7, ♣A, ♥A | three of a kind
♥A, ♣3, ♠7, ♣A, ♦9 | pair
♥A, ♣3, ♠7, ♣A, ♦A | three of a kind
♥A, ♣3, ♠7, ♥A, ♦9 | pair
♥A, ♣3, ♠7, ♥A, ♦A | three of a kind
♥A, ♣3, ♠7, ♦9, ♦A | pair
♥A, ♣3, ♥7, ♣A, ♥A | three of a kind
♥A, ♣3, ♥7, ♣A, ♦9 | pair
♥A, ♣3, ♥7, ♣A, ♦A | three of a kind
♥A, ♣3, ♥7, ♥A, ♦9 | pair
♥A, ♣3, ♥7, ♥A, ♦A | three of a kind
♥A, ♣3, ♥7, ♦9, ♦A | pair
♥A, ♣3, ♣A, ♥A, ♦9 | three of a kind
♥A, ♣3, ♣A, ♥A, ♦A | four of a kind!
♥A, ♣3, ♣A, ♦9, ♦A | three of a kind
♥A, ♣3, ♥A, ♦9, ♦A | three of a kind
♥A, ♥2, ♠7, ♥7, ♣A | two pairs
♥A, ♥2, ♠7, ♥7, ♥A | two pairs
♥A, ♥2, ♠7, ♥7, ♦9 | pair
♥A, ♥2, ♠7, ♥7, ♦A | two pairs
♥A, ♥2, ♠7, ♣A, ♥A | three of a kind
♥A, ♥2, ♠7, ♣A, ♦9 | pair
♥A, ♥2, ♠7, ♣A, ♦A | three of a kind
♥A, ♥2, ♠7, ♥A, ♦9 | pair
♥A, ♥2, ♠7, ♥A, ♦A | three of a kind
♥A, ♥2, ♠7, ♦9, ♦A | pair
♥A, ♥2, ♥7, ♣A, ♥A | three of a kind
♥A, ♥2, ♥7, ♣A, ♦9 | pair
♥A, ♥2, ♥7, ♣A, ♦A | three of a kind
♥A, ♥2, ♥7, ♥A, ♦9 | pair
♥A, ♥2, ♥7, ♥A, ♦A | three of a kind
♥A, ♥2, ♥7, ♦9, ♦A | pair
♥A, ♥2, ♣A, ♥A, ♦9 | three of a kind
♥A, ♥2, ♣A, ♥A, ♦A | four of a kind!
♥A, ♥2, ♣A, ♦9, ♦A | three of a kind
♥A, ♥2, ♥A, ♦9, ♦A | three of a kind
♥A, ♠7, ♥7, ♣A, ♥A | fullhouse
♥A, ♠7, ♥7, ♣A, ♦9 | two pairs
♥A, ♠7, ♥7, ♣A, ♦A | fullhouse
♥A, ♠7, ♥7, ♥A, ♦9 | two pairs
♥A, ♠7, ♥7, ♥A, ♦A | fullhouse
♥A, ♠7, ♥7, ♦9, ♦A | two pairs
♥A, ♠7, ♣A, ♥A, ♦9 | three of a kind
♥A, ♠7, ♣A, ♥A, ♦A | four of a kind!
♥A, ♠7, ♣A, ♦9, ♦A | three of a kind
♥A, ♠7, ♥A, ♦9, ♦A | three of a kind
♥A, ♥7, ♣A, ♥A, ♦9 | three of a kind
♥A, ♥7, ♣A, ♥A, ♦A | four of a kind!
♥A, ♥7, ♣A, ♦9, ♦A | three of a kind
♥A, ♥7, ♥A, ♦9, ♦A | three of a kind
