♠4, ♦J, ♣7, ♥10, ♥7 | pair
♦5, ♥8, ♠10, ♣K, ♥10 | pair
♦5, ♥8, ♠10, ♥10, ♥7 | pair
♦5, ♦2, ♥7, ♣7, ♣10 | pair
♦5, ♦2, ♥7, ♣7, ♠10 | pair
♦5, ♦2, ♥7, ♣7, ♣K | pair
♦5, ♦2, ♥7, ♣7, ♥10 | pair
♦5, ♦2, ♥7, ♣7, ♥7 | three of a kind
♦5, ♦2, ♥7, ♣10, ♠10 | pair
♦5, ♦2, ♥7, ♣10, ♥10 | pair
♦5, ♦2, ♥7, ♣10, ♥7 | pair
♦5, ♦2, ♥7, ♠10, ♥10 | pair
♦5, ♦2, ♥7, ♠10, ♥7 | pair
♦5, ♦2, ♥7, ♣K, ♥7 | pair
♦5, ♦2, ♥7, ♥10, ♥7 | pair
♦5, ♦2, ♣7, ♣10, ♠10 | pair
♦5, ♦2, ♣7, ♣10, ♥10 | pair
♦5, ♦2, ♣7, ♣10, ♥7 | pair
♦5, ♦2, ♣7, ♠10, ♥10 | pair
♦5, ♦2, ♣7, ♠10, ♥7 | pair
♦5, ♦2, ♣7, ♣K, ♥7 | pair
♦5, ♦2, ♣7, ♥10, ♥7 | pair
♦5, ♦2, ♣10, ♠10, ♣K | pair
♦5, ♦2, ♣10, ♠10, ♥10 | three of a kind
♦5, ♦2, ♣10, ♠10, ♥7 | pair
♦5, ♦2, ♣10, ♣K, ♥10 | pair
♦5, ♦2, ♣10, ♥10, ♥7 | pair
♦5, ♦2, ♠10, ♣K, ♥10 | pair
♦5, ♦2, ♠10, ♥10, ♥7 | pair
♦5, ♥7, ♣7, ♣10, ♠10 | two pairs
♦5, ♥7, ♣7, ♣10, ♣K | pair
♦5, ♥7, ♣7, ♣10, ♥10 | two pairs
♦5, ♥7, ♣7, ♣10, ♥7 | three of a kind
♦5, ♥7, ♣7, ♠10, ♣K | pair
♦5, ♥7, ♣7, ♠10, ♥10 | two pairs
♦5, ♥7, ♣7, ♠10, ♥7 | three of a kind
♦5, ♥7, ♣7, ♣K, ♥10 | pair
♦5, ♥7, ♣7, ♣K, ♥7 | three of a kind
♦5, ♥7, ♣7, ♥10, ♥7 | three of a kind
♦5, ♥7, ♣10, ♠10, ♣K | pair
♦5, ♥7, ♣10, ♠10, ♥10 | three of a kind
♦5, ♥7, ♣10, ♠10, ♥7 | two pairs
♦5, ♥7, ♣10, ♣K, ♥10 | pair
♦5, ♥7, ♣10, ♣K, ♥7 | pair
♦5, ♥7, ♣10, ♥10, ♥7 | two pairs
♦5, ♥7, ♠10, ♣K, ♥10 | pair
♦5, ♥7, ♠10, ♣K, ♥7 | pair
♦5, ♥7, ♠10, ♥10, ♥7 | two pairs
♦5, ♥7, ♣K, ♥10, ♥7 | pair
♦5, ♣7, ♣10, ♠10, ♣K | pair
♦5, ♣7, ♣10, ♠10, ♥10 | three of a kind
♦5, ♣7, ♣10, ♠10, ♥7 | two pairs
♦5, ♣7, ♣10, ♣K, ♥10 | pair
♦5, ♣7, ♣10, ♣K, ♥7 | pair
♦5, ♣7, ♣10, ♥10, ♥7 | two pairs
♦5, ♣7, ♠10, ♣K, ♥10 | pair
♦5, ♣7, ♠10, ♣K, ♥7 | pair
♦5, ♣7, ♠10, ♥10, ♥7 | two pairs
♦5, ♣7, ♣K, ♥10, ♥7 | pair
♦5, ♣10, ♠10, ♣K, ♥10 | three of a kind
♦5, ♣10, ♠10, ♣K, ♥7 | pair
♦5, ♣10, ♠10, ♥10, ♥7 | three of a kind
♦5, ♣10, ♣K, ♥10, ♥7 | pair
♦5, ♠10, ♣K, ♥10, ♥7 | pair
♥8, ♦2, ♥7, ♣7, ♣10 | pair
♥8, ♦2, ♥7, ♣7, ♠10 | pair
♥8, ♦2, ♥7, ♣7, ♣K | pair
♥8, ♦2, ♥7, ♣7, ♥10 | pair
♥8, ♦2, ♥7, ♣7, ♥7 | three of a kind
♥8, ♦2, ♥7, ♣10, ♠10 | pair
♥8, ♦2, ♥7, ♣10, ♥10 | pair
♥8, ♦2, ♥7, ♣10, ♥7 | pair
♥8, ♦2, ♥7, ♠10, ♥10 | pair
♥8, ♦2, ♥7, ♠10, ♥7 | pair
♥8, ♦2, ♥7, ♣K, ♥7 | pair
♥8, ♦2, ♥7, ♥10, ♥7 | pair
♥8, ♦2, ♣7, ♣10, ♠10 | pair
♥8, ♦2, ♣7, ♣10, ♥10 | pair
♥8, ♦2, ♣7, ♣10, ♥7 | pair
♥8, ♦2, ♣7, ♠10, ♥10 | pair
♥8, ♦2, ♣7, ♠10, ♥7 | pair
♥8, ♦2, ♣7, ♣K, ♥7 | pair
♥8, ♦2, ♣7, ♥10, ♥7 | pair
♥8, ♦2, ♣10, ♠10, ♣K | pair
♥8, ♦2, ♣10, ♠10, ♥10 | three of a kind
♥8, ♦2, ♣10, ♠10, ♥7 | pair
♥8, ♦2, ♣10, ♣K, ♥10 | pair
♥8, ♦2, ♣10, ♥10, ♥7 | pair
♥8, ♦2, ♠10, ♣K, ♥10 | pair
♥8, ♦2, ♠10, ♥10, ♥7 | pair
♥8, ♥7, ♣7, ♣10, ♠10 | two pairs
♥8, ♥7, ♣7, ♣10, ♣K | pair
♥8, ♥7, ♣7, ♣10, ♥10 | two pairs
♥8, ♥7, ♣7, ♣10, ♥7 | three of a kind
♥8, ♥7, ♣7, ♠10, ♣K | pair
♥8, ♥7, ♣7, ♠10, ♥10 | two pairs
♥8, ♥7, ♣7, ♠10, ♥7 | three of a kind
♥8, ♥7, ♣7, ♣K, ♥10 | pair
♥8, ♥7, ♣7, ♣K, ♥7 | three of a kind
♥8, ♥7, ♣7, ♥10, ♥7 | three of a kind
♥8, ♥7, ♣10, ♠10, ♣K | pair
♥8, ♥7, ♣10, ♠10, ♥10 | three of a kind
♥8, ♥7, ♣10, ♠10, ♥7 | two pairs
♥8, ♥7, ♣10, ♣K, ♥10 | pair
♥8, ♥7, ♣10, ♣K, ♥7 | pair
♥8, ♥7, ♣10, ♥10, ♥7 | two pairs
♥8, ♥7, ♠10, ♣K, ♥10 | pair
♥8, ♥7, ♠10, ♣K, ♥7 | pair
♥8, ♥7, ♠10, ♥10, ♥7 | two pairs
♥8, ♥7, ♣K, ♥10, ♥7 | pair
♥8, ♣7, ♣10, ♠10, ♣K | pair
♥8, ♣7, ♣10, ♠10, ♥10 | three of a kind
♥8, ♣7, ♣10, ♠10, ♥7 | two pairs
♥8, ♣7, ♣10, ♣K, ♥10 | pair
♥8, ♣7, ♣10, ♣K, ♥7 | pair
♥8, ♣7, ♣10, ♥10, ♥7 | two pairs
♥8, ♣7, ♠10, ♣K, ♥10 | pair
♥8, ♣7, ♠10, ♣K, ♥7 | pair
♥8, ♣7, ♠10, ♥10, ♥7 | two pairs
♥8, ♣7, ♣K, ♥10, ♥7 | pair
♥8, ♣10, ♠10, ♣K, ♥10 | three of a kind
♥8, ♣10, ♠10, ♣K, ♥7 | pair
♥8, ♣10, ♠10, ♥10, ♥7 | three of a kind
♥8, ♣10, ♣K, ♥10, ♥7 | pair
♥8, ♠10, ♣K, ♥10, ♥7 | pair
♦2, ♥7, ♣7, ♣10, ♠10 | two pairs
♦2, ♥7, ♣7, ♣10, ♣K | pair
♦2, ♥7, ♣7, ♣10, ♥10 | two pairs
♦2, ♥7, ♣7, ♣10, ♥7 | three of a kind
♦2, ♥7, ♣7, ♠10, ♣K | pair
♦2, ♥7, ♣7, ♠10, ♥10 | two pairs
♦2, ♥7, ♣7, ♠10, ♥7 | three of a kind
♦2, ♥7, ♣7, ♣K, ♥10 | pair
♦2, ♥7, ♣7, ♣K, ♥7 | three of a kind
♦2, ♥7, ♣7, ♥10, ♥7 | three of a kind
♦2, ♥7, ♣10, ♠10, ♣K | pair
♦2, ♥7, ♣10, ♠10, ♥10 | three of a kind
♦2, ♥7, ♣10, ♠10, ♥7 | two pairs
♦2, ♥7, ♣10, ♣K, ♥10 | pair
♦2, ♥7, ♣10, ♣K, ♥7 | pair
♦2, ♥7, ♣10, ♥10, ♥7 | two pairs
♦2, ♥7, ♠10, ♣K, ♥10 | pair
♦2, ♥7, ♠10, ♣K, ♥7 | pair
♦2, ♥7, ♠10, ♥10, ♥7 | two pairs
♦2, ♥7, ♣K, ♥10, ♥7 | pair
♦2, ♣7, ♣10, ♠10, ♣K | pair
♦2, ♣7, ♣10, ♠10, ♥10 | three of a kind
♦2, ♣7, ♣10, ♠10, ♥7 | two pairs
♦2, ♣7, ♣10, ♣K, ♥10 | pair
♦2, ♣7, ♣10, ♣K, ♥7 | pair
♦2, ♣7, ♣10, ♥10, ♥7 | two pairs
♦2, ♣7, ♠10, ♣K, ♥10 | pair
♦2, ♣7, ♠10, ♣K, ♥7 | pair
♦2, ♣7, ♠10, ♥10, ♥7 | two pairs
♦2, ♣7, ♣K, ♥10, ♥7 | pair
♦2, ♣10, ♠10, ♣K, ♥10 | three of a kind
♦2, ♣10, ♠10, ♣K, ♥7 | pair
♦2, ♣10, ♠10, ♥10, ♥7 | three of a kind
♦2, ♣10, ♣K, ♥10, ♥7 | pair
♦2, ♠10, ♣K, ♥10, ♥7 | pair
♥7, ♣7, ♣10, ♠10, ♣K | two pairs
♥7, ♣7, ♣10, ♠10, ♥10 | fullhouse
♥7, ♣7, ♣10, ♠10, ♥7 | fullhouse
♥7, ♣7, ♣10, ♣K, ♥10 | two pairs
♥7, ♣7, ♣10, ♣K, ♥7 | three of a kind
♥7, ♣7, ♣10, ♥10, ♥7 | fullhouse
♥7, ♣7, ♠10, ♣K, ♥10 | two pairs
♥7, ♣7, ♠10, ♣K, ♥7 | three of a kind
♥7, ♣7, ♠10, ♥10, ♥7 | fullhouse
♥7, ♣7, ♣K, ♥10, ♥7 | three of a kind
♥7, ♣10, ♠10, ♣K, ♥10 | three of a kind
♥7, ♣10, ♠10, ♣K, ♥7 | two pairs
♥7, ♣10, ♠10, ♥10, ♥7 | fullhouse
♥7, ♣10, ♣K, ♥10, ♥7 | two pairs
♥7, ♠10, ♣K, ♥10, ♥7 | two pairs
♣7, ♣10, ♠10, ♣K, ♥10 | three of a kind
♣7, ♣10, ♠10, ♣K, ♥7 | two pairs
♣7, ♣10, ♠10, ♥10, ♥7 | fullhouse
♣7, ♣10, ♣K, ♥10, ♥7 | two pairs
♣7, ♠10, ♣K, ♥10, ♥7 | two pairs
♣10, ♠10, ♣K, ♥10, ♥7 | three of a kind
